k,trainingSize,testingSize,correct_over_total
3,0.9,0.1,0.94
4,0.9,0.1,0.94
5,0.9,0.1,0.88
6,0.9,0.1,0.88
7,0.9,0.1,0.94
8,0.9,0.1,0.94
9,0.9,0.1,0.94
10,0.9,0.1,0.94
11,0.9,0.1,0.94
12,0.9,0.1,0.88
3,0.9,0.1,0.88
4,0.9,0.1,0.94
5,0.9,0.1,0.88
6,0.9,0.1,0.94
7,0.9,0.1,0.88
8,0.9,0.1,0.94
9,0.9,0.1,0.94
10,0.9,0.1,0.94
11,0.9,0.1,0.88
12,0.9,0.1,0.94
