test_courriel_ID,training_courriel_ID,distance,type
0495.a13bce4369913c929a48b073f2b320c9,1064.cc185e02744782aa86371b064d602e62,21.74856317,ham
0495.a13bce4369913c929a48b073f2b320c9,0659.81f1a5072ceecb246d133ec78a8e33eb,22.6715681,ham
0495.a13bce4369913c929a48b073f2b320c9,1232.2e3d43a305269573c1d4bd6bc0b6b103,21.9089023,ham
0495.a13bce4369913c929a48b073f2b320c9,0069.7173de1d2da14306c5a20e8abda7a6e2,23.74868417,ham
0495.a13bce4369913c929a48b073f2b320c9,1343.c5ead41a4483bd3732e42d52c9163d24,22.20360331,ham
0495.a13bce4369913c929a48b073f2b320c9,2389.af658dd4bdf389ab5277f39579e0310a,19.94993734,ham
0495.a13bce4369913c929a48b073f2b320c9,1940.a50f7af9a2b291721d17dff887604026,19.84943324,ham
0495.a13bce4369913c929a48b073f2b320c9,1211.84b0b651923557c12187ec32ed8d5c24,24.59674775,ham
0495.a13bce4369913c929a48b073f2b320c9,0939.dea3b07c7536e3b74578ba6f878dfcba,22.95648057,ham
0495.a13bce4369913c929a48b073f2b320c9,0107.2447a90f32ab7642ff8309d41c242db2,20.51828453,ham
0495.a13bce4369913c929a48b073f2b320c9,2416.77fd4434a9abdaed5b53307fa16a7e2a,19.41648784,ham
0495.a13bce4369913c929a48b073f2b320c9,1237.4bb6dda7449161c5c971565261b5bf22,23.51595203,ham
0495.a13bce4369913c929a48b073f2b320c9,2304.50a83c8fa470ff996c268764133b19e7,25.05992817,ham
0495.a13bce4369913c929a48b073f2b320c9,1223.6f20be4e92f37aaa7117c0a30a19207d,24.69817807,ham
0495.a13bce4369913c929a48b073f2b320c9,2252.922a618f1b375c6392e72b0d4c61e4dc,19.05255888,ham
0495.a13bce4369913c929a48b073f2b320c9,0277.43d8f575fabb051cc7041c02c9f002a8,30.39736831,ham
0495.a13bce4369913c929a48b073f2b320c9,2482.67146ca47d2cb5e4657d54c66bf68a69,19.20937271,ham
0495.a13bce4369913c929a48b073f2b320c9,1531.fe3474ea8fb4195ac74e644161f47c76,23.34523506,ham
0495.a13bce4369913c929a48b073f2b320c9,1132.44b959af317d959f6a497675f9df6444,25.74878638,ham
0495.a13bce4369913c929a48b073f2b320c9,0696.5115510438ad02471df930ada920d7dc,21.3541565,ham
0495.a13bce4369913c929a48b073f2b320c9,0869.3974462c46476759fb788a0b354a0f3a,32.03123476,ham
0495.a13bce4369913c929a48b073f2b320c9,0933.60c6d3ae44d1762d461652d5d0ccb285,22.42766149,ham
0495.a13bce4369913c929a48b073f2b320c9,2233.08aa00540e1347de9a335cc8aaf10c80,19.89974874,ham
0495.a13bce4369913c929a48b073f2b320c9,1789.146b27f3890e3350b0e596b42e18a985,20.54263858,ham
0495.a13bce4369913c929a48b073f2b320c9,1528.e2fa148e32e3c975b3afff6959c2ab6b,22.58317958,ham
0495.a13bce4369913c929a48b073f2b320c9,0124.2912ab5571d121e3b8c32c575b2526a9,21.28379665,ham
0495.a13bce4369913c929a48b073f2b320c9,0109.4ccc46c546b93015aafdfc40495f187d,22.02271555,ham
0495.a13bce4369913c929a48b073f2b320c9,0562.7dea96e851b897ea041ea242a9d3c119,22.44994432,ham
0495.a13bce4369913c929a48b073f2b320c9,1309.a63c188095d5f70604ec9c3a5f96ce0e,23.68543856,ham
0495.a13bce4369913c929a48b073f2b320c9,0852.cab2623799815a32681d15c6c82a41c5,21.47091055,ham
0495.a13bce4369913c929a48b073f2b320c9,2238.419d4e0abe0cf364cd6d518c0ae5f3be,19.18332609,ham
0495.a13bce4369913c929a48b073f2b320c9,0039.5bf1ec6602c4657bac8d566604572ad5,23.2594067,ham
0495.a13bce4369913c929a48b073f2b320c9,2029.5b449b4f31033db259423df004da2e00,19.36491673,ham
0495.a13bce4369913c929a48b073f2b320c9,0836.249730de164ba4999f1ab6ec2d3cb2d1,22.38302929,ham
0495.a13bce4369913c929a48b073f2b320c9,0335.fcbba7ed1ebfb6dc83ba2f65d555240e,24.95996795,ham
0495.a13bce4369913c929a48b073f2b320c9,0924.82e1631cf6ff85106c0d301b99b4e523,23.13006701,ham
0495.a13bce4369913c929a48b073f2b320c9,0868.a7f0eab61f87e815b082348fe914b86f,20.22374842,ham
0495.a13bce4369913c929a48b073f2b320c9,0058.a7c28223050c35c3a22ac4e2b5969111,20.76053949,ham
0495.a13bce4369913c929a48b073f2b320c9,1714.da964dedb8592fbfd3b07819607def62,21.65640783,ham
0495.a13bce4369913c929a48b073f2b320c9,1180.9d441ee49eef8ba99c54ff8ec4ea9096,21.44761059,ham
0495.a13bce4369913c929a48b073f2b320c9,0901.9f7871c3213d421e802debe94f33b09e,22.04540769,ham
0495.a13bce4369913c929a48b073f2b320c9,0113.55a6bf6a4534d447af2060b174c0d70a,20.4450483,ham
0495.a13bce4369913c929a48b073f2b320c9,1722.0ace94ca1a8eebbca0c096f2bfc89cc3,22.36067977,ham
0495.a13bce4369913c929a48b073f2b320c9,0356.b70fca5029fcd82a09ec6b960f4920af,22.02271555,ham
0495.a13bce4369913c929a48b073f2b320c9,0152.10d3220188413990b1deb862c509c818,20.76053949,ham
0495.a13bce4369913c929a48b073f2b320c9,1876.820a9b50a434d9a0a0578ee542ad78a3,21.16601049,ham
0495.a13bce4369913c929a48b073f2b320c9,1570.a0b2e109e4f244de9538fed3b472f1db,23.43074903,ham
0495.a13bce4369913c929a48b073f2b320c9,1272.812e1f9e9143c336f6a351d8abf6fdc5,22.36067977,ham
0495.a13bce4369913c929a48b073f2b320c9,2423.fa4019d241ed7886c8d138565751930e,19.18332609,ham
0495.a13bce4369913c929a48b073f2b320c9,1438.d20859908f11db2377bf6829f79066b3,21.28379665,ham
0495.a13bce4369913c929a48b073f2b320c9,0038.f2ffa1197c969d067be4d01c26fa9b5e,22.6715681,ham
0495.a13bce4369913c929a48b073f2b320c9,1129.50af16cc80052d1d25f28edcd3d1f439,23.51595203,ham
0495.a13bce4369913c929a48b073f2b320c9,0831.0162ac7b4cc1c62fb35803bc4e8db70d,24.08318916,ham
0495.a13bce4369913c929a48b073f2b320c9,1414.c9aa0ebdc370411948a0c8bf4a7e6b14,23.06512519,ham
0495.a13bce4369913c929a48b073f2b320c9,1700.5c99dfbb4caa577151e510bab9e018e4,21.40093456,ham
0495.a13bce4369913c929a48b073f2b320c9,0111.e10679164e671fd9211c0303af7ee9f0,21,ham
0495.a13bce4369913c929a48b073f2b320c9,1424.99bed488956252e02c4ec7ff578c42d5,22.36067977,ham
0495.a13bce4369913c929a48b073f2b320c9,1628.fed40c4cb72a87d6520ca377e2c4df23,20.73644135,ham
0495.a13bce4369913c929a48b073f2b320c9,0745.3e54df3c4f199b6b8aed76eefd11c660,21.58703314,ham
0495.a13bce4369913c929a48b073f2b320c9,2200.866fde44a7d7ecab7c0cd1d8e84055fa,19.10497317,ham
0495.a13bce4369913c929a48b073f2b320c9,1962.2fde400b715a0609b9f2150026168da1,22.18107301,ham
0495.a13bce4369913c929a48b073f2b320c9,1329.e3ef761ca36621fa1095cb6f942886c9,22.18107301,ham
0495.a13bce4369913c929a48b073f2b320c9,0328.dd38a12b955002695e7a0ec81129b043,21.42428529,ham
0495.a13bce4369913c929a48b073f2b320c9,2127.215dcd2e641c5baa6ea7d056ebd3461d,19.84943324,ham
0495.a13bce4369913c929a48b073f2b320c9,1051.cf81a19208b703f18497a0d6fedb1f13,22.42766149,ham
0495.a13bce4369913c929a48b073f2b320c9,1295.0a074d85f629ec018959632659ee31ee,21.67948339,ham
0495.a13bce4369913c929a48b073f2b320c9,0583.5165cf3ccd9404fade3014b0d00c97e6,23.55843798,ham
0495.a13bce4369913c929a48b073f2b320c9,1947.711930fb110762620017cee7cdb93a1a,20.46948949,ham
0495.a13bce4369913c929a48b073f2b320c9,1979.3e2071d1c381de05d3395a56623f39d7,19.26136028,ham
0495.a13bce4369913c929a48b073f2b320c9,1028.a139c4ec44f9dd8286a8333d934ced4e,24.2899156,ham
0495.a13bce4369913c929a48b073f2b320c9,1657.41457c98e0009a99d917acfbc8f229cd,22.82542442,ham
0495.a13bce4369913c929a48b073f2b320c9,0607.14d2b2101e12b952f5cfe7aa92afd4a4,23.87467277,ham
0495.a13bce4369913c929a48b073f2b320c9,1021.3c2dc9fee94649133426006b8ae4ac88,28.33725463,ham
0495.a13bce4369913c929a48b073f2b320c9,2430.07f067ef6e156d06699718e8927d58d2,21.81742423,ham
0495.a13bce4369913c929a48b073f2b320c9,0812.6169d140cd30064a857c2e3ad20b31c2,22.3159136,ham
0495.a13bce4369913c929a48b073f2b320c9,2408.9d2e0a6592738da2aad3f0657d436895,20.1246118,ham
0495.a13bce4369913c929a48b073f2b320c9,2169.8b7b5f65ef9511d96214e3648d3956b0,19.18332609,ham
0495.a13bce4369913c929a48b073f2b320c9,1961.d8777f629b1de74809f97f94180ffc00,22.97825059,ham
0495.a13bce4369913c929a48b073f2b320c9,0425.bc356b284544c185e4ac9e11f4ec1d4a,21.3541565,ham
0495.a13bce4369913c929a48b073f2b320c9,2177.e47377131d2204e0b6830211bd69ac40,19.26136028,ham
0495.a13bce4369913c929a48b073f2b320c9,1238.af17c6dc01076c3f5fd80b0aaf13b70a,21.79449472,ham
0495.a13bce4369913c929a48b073f2b320c9,1708.0c3b6a8fbd582be37cb1fc8438a3ed84,21.3541565,ham
0495.a13bce4369913c929a48b073f2b320c9,1793.c20b0ff2930d9b36d7aa70e54939d12c,20.02498439,ham
0495.a13bce4369913c929a48b073f2b320c9,1200.9409eddf74ede560b5e33ce381d9a00a,21.86321111,ham
0495.a13bce4369913c929a48b073f2b320c9,0239.58f51c99b02fc8b49664f15a855af780,21.63330765,ham
0495.a13bce4369913c929a48b073f2b320c9,2500.231666f4f5641227a17a09ba77cd5c18,20.39607805,ham
0495.a13bce4369913c929a48b073f2b320c9,1167.9006901f5178e82edffb4f9167f7c586,22.29349681,ham
0495.a13bce4369913c929a48b073f2b320c9,2036.6d6802d956648b98383d9188257a364f,19.5192213,ham
0495.a13bce4369913c929a48b073f2b320c9,1827.9dd46d474cc33df16c9443ac6759e679,21.1896201,ham
0495.a13bce4369913c929a48b073f2b320c9,1687.e69fa74557118313b26108f91a9cd6fa,21.21320344,ham
0495.a13bce4369913c929a48b073f2b320c9,2133.d3d4f15eb898bffe360f99678d9cae2c,19.36491673,ham
0495.a13bce4369913c929a48b073f2b320c9,0651.28519f3986ee75e6f2ccb5e51995a875,22.44994432,ham
0495.a13bce4369913c929a48b073f2b320c9,0604.5ce333fc713b6c6f85386d8be149c1b4,21.56385865,ham
0495.a13bce4369913c929a48b073f2b320c9,0650.98f5c18e05ccd24028b10fa7317d67e8,23.2594067,ham
0495.a13bce4369913c929a48b073f2b320c9,0581.b249b5db741f2691a42653eab71795fe,21.65640783,ham
0495.a13bce4369913c929a48b073f2b320c9,2167.9588865b97e81346cee53865b19d559b,19.54482029,ham
0495.a13bce4369913c929a48b073f2b320c9,1034.30d39e880274b0ebb59462ddfff16880,22.3383079,ham
0495.a13bce4369913c929a48b073f2b320c9,1280.542b6637621390bff1378f93bbbc8f6b,22.84731932,ham
0495.a13bce4369913c929a48b073f2b320c9,1033.4155e06c0fb104b96ec6c5d656264fa7,22.4053565,ham
0495.a13bce4369913c929a48b073f2b320c9,0729.70d1cec4f8f949fc7ef64fc3ed85f950,25.67099531,ham
0495.a13bce4369913c929a48b073f2b320c9,2544.1a95794a767c776e71893fda91f59efb,19.54482029,ham
0495.a13bce4369913c929a48b073f2b320c9,0189.01e4dc6ee1379e5ee100b4c33c9c3afd,21.30727575,ham
0495.a13bce4369913c929a48b073f2b320c9,2382.58498a8689b84bdf430e14fdb44bc128,19.20937271,ham
0495.a13bce4369913c929a48b073f2b320c9,0026.6baf1aea162ccb9a6e9f142c0715ceb4,22.24859546,ham
0495.a13bce4369913c929a48b073f2b320c9,0013.ff597adee000d073ae72200b0af00cd1,20.97617696,ham
0495.a13bce4369913c929a48b073f2b320c9,0354.297d496266df9171aace690c7483f35c,21.84032967,ham
0495.a13bce4369913c929a48b073f2b320c9,1627.6e01ae785063460c6a1227465ae3c85b,21.54065923,ham
0495.a13bce4369913c929a48b073f2b320c9,1225.4ce87f5bbc885a3801a23cd692038c2e,21.42428529,ham
0495.a13bce4369913c929a48b073f2b320c9,2085.989d3abd458840ebc7d859721a34c40a,19.31320792,ham
0495.a13bce4369913c929a48b073f2b320c9,2538.e3f596927fd5dd74ad23a0792a449241,19.8242276,ham
0495.a13bce4369913c929a48b073f2b320c9,0223.a009cff7a913fae0e58d901e5e847a82,24.79919354,ham
0495.a13bce4369913c929a48b073f2b320c9,1923.c70122426d8be452477bc792e6ae4a95,20.04993766,ham
0495.a13bce4369913c929a48b073f2b320c9,2396.8126a8ee1ebb7fe484a5709f96192b02,19.20937271,ham
0495.a13bce4369913c929a48b073f2b320c9,0564.d200fee3d675d75d79f14c8308d631d1,21.79449472,ham
0495.a13bce4369913c929a48b073f2b320c9,1404.13ba0bfb3c92baa1b877b04c8da350c3,23.10844002,ham
0495.a13bce4369913c929a48b073f2b320c9,1883.c01cf3c82533724234cb1e6ae871027d,21.47091055,ham
0495.a13bce4369913c929a48b073f2b320c9,0456.6902449f33fafc3cf77ec2d4e2a3851e,21.9317122,ham
0495.a13bce4369913c929a48b073f2b320c9,0410.a5e658e20b48409116fd339f5a8473f7,22.93468988,ham
0495.a13bce4369913c929a48b073f2b320c9,1672.2c743f29bd6260387b1022d586513d02,22.24859546,ham
0495.a13bce4369913c929a48b073f2b320c9,1500.2e6e497d8947d6125050b838efe4cf1f,22.56102835,ham
0495.a13bce4369913c929a48b073f2b320c9,0128.f2500674ec39065ae8a1f643c7100a2b,20.46948949,ham
0495.a13bce4369913c929a48b073f2b320c9,0804.7c961dbb9d03dce55e6d4330a7de92c6,20.73644135,ham
0495.a13bce4369913c929a48b073f2b320c9,0731.59e8a707586a8b3cfe89bff4024dead7,22.5166605,ham
0495.a13bce4369913c929a48b073f2b320c9,1276.833510ba5d9158c1172f5edf1277d41c,22.3383079,ham
0495.a13bce4369913c929a48b073f2b320c9,1467.59a3ea5497660ce75f4b6c3d794cdc33,22.3159136,ham
0495.a13bce4369913c929a48b073f2b320c9,1053.d961ccf25520c4e5cd4bd25b5dd08647,23.08679276,ham
0495.a13bce4369913c929a48b073f2b320c9,0622.aa081cbcc4734cedebbe0084f1988921,24.53568829,ham
0495.a13bce4369913c929a48b073f2b320c9,2437.35d0ef84e97135b9bbc945193344c307,20.61552813,ham
0495.a13bce4369913c929a48b073f2b320c9,2294.2611a5cba9ad4cec5dc2a5c749c6238f,19.07878403,ham
0495.a13bce4369913c929a48b073f2b320c9,1837.e1c6a4364e0762f323cd69d23e030fc8,19.72308292,ham
0495.a13bce4369913c929a48b073f2b320c9,0663.202ef7d7fb966db47f818a7b09b89b0e,23.36664289,ham
0495.a13bce4369913c929a48b073f2b320c9,0464.9699fdf835af939a7e52e229a2d62d8d,21.3541565,ham
0495.a13bce4369913c929a48b073f2b320c9,1545.f12974e0310c366731631a0a62980b5c,22.71563338,ham
0495.a13bce4369913c929a48b073f2b320c9,1259.d92f1723cffd8ab2d3987feec1904dfe,21.67948339,ham
0495.a13bce4369913c929a48b073f2b320c9,0196.0e960d0db312a26fade743e699ac5428,20.95232684,ham
0495.a13bce4369913c929a48b073f2b320c9,0229.49528f1403038d8d080420b023aa8d4f,23.47338919,ham
0495.a13bce4369913c929a48b073f2b320c9,0870.e7254d91187938f2f0b2fa1ff117f822,23.34523506,ham
0495.a13bce4369913c929a48b073f2b320c9,2181.3f950d2c7e806d81476ecbd529759d0e,19.26136028,ham
0495.a13bce4369913c929a48b073f2b320c9,1671.a2d7c7639df071620b481223ecab75c2,23.2594067,ham
0495.a13bce4369913c929a48b073f2b320c9,2042.82efc2a52ba6bb772d106cea75485b08,21.97726098,ham
0495.a13bce4369913c929a48b073f2b320c9,1725.4b7434da4269db27bd237dde1d03db92,26.34387974,ham
0495.a13bce4369913c929a48b073f2b320c9,0710.3005b6bc245758d98c9a9626c1de69a7,23.64318084,ham
0495.a13bce4369913c929a48b073f2b320c9,1834.48b91fabd8e14b220898d3daef4ff0b1,21.30727575,ham
0495.a13bce4369913c929a48b073f2b320c9,0609.2b39e149425abf7a4a84933aad236189,23.17326045,ham
0495.a13bce4369913c929a48b073f2b320c9,2031.81bbf025232d0d1f70571c9169091565,19.59591794,ham
0495.a13bce4369913c929a48b073f2b320c9,1270.d5c74ed6ae742bd031a65859f584f024,22.4053565,ham
0495.a13bce4369913c929a48b073f2b320c9,0355.2d1f5d2164caea679047233e08a10a58,23.13006701,ham
0495.a13bce4369913c929a48b073f2b320c9,0835.21423890177aefe5eae8d27d8f18735d,21.14237451,ham
0495.a13bce4369913c929a48b073f2b320c9,0542.9a7c09acf3e7748e4ae90a48959e731f,20.71231518,ham
0495.a13bce4369913c929a48b073f2b320c9,2313.bb42a208d00004e3e915fbb9e098585d,19.39071943,ham
0495.a13bce4369913c929a48b073f2b320c9,1955.29f186d81a38a1a4a249c7d84182bb90,19.49358869,ham
0495.a13bce4369913c929a48b073f2b320c9,0285.c50f8a5a908e21636fe71e522c3e462a,24.16609195,ham
0495.a13bce4369913c929a48b073f2b320c9,0380.7479693323d404f78e18d20d3b677e14,31.06444913,ham
0495.a13bce4369913c929a48b073f2b320c9,2191.7e6d60764803b91bc8811ea198a3b80d,19.05255888,ham
0495.a13bce4369913c929a48b073f2b320c9,2087.0bfbd54693a9c1b9898c96b430865d13,19.20937271,ham
0495.a13bce4369913c929a48b073f2b320c9,0849.84e6b16e331d3e5bcd798ca0f5374624,20.83266666,ham
0495.a13bce4369913c929a48b073f2b320c9,0759.063f18d8df64aaf029d8d9925828b52c,22.04540769,ham
0495.a13bce4369913c929a48b073f2b320c9,1020.7fdf27321484091bd72c08886ab53262,22.71563338,ham
0495.a13bce4369913c929a48b073f2b320c9,0529.39faaedc75738c375b3de0c0a5766498,20.46948949,ham
0495.a13bce4369913c929a48b073f2b320c9,0235.3c824d680d31b3710d8f3475730dc42d,35.84689666,ham
0495.a13bce4369913c929a48b073f2b320c9,0785.87d89ef541ee6678a7ec3e7009bebffb,22.36067977,ham
0495.a13bce4369913c929a48b073f2b320c9,0112.b6c2ea75f9f7efcd3d0e4c43a751479c,22.97825059,ham
0495.a13bce4369913c929a48b073f2b320c9,0714.7f83c20969cae40090108707e0bd7cef,24.41311123,ham
0495.a13bce4369913c929a48b073f2b320c9,2367.4c7d1d3b8b2f0467a4ed5e9ef5f17980,19.26136028,ham
0495.a13bce4369913c929a48b073f2b320c9,1472.817651cadec68cf13d9b23d336825269,22.15851981,ham
0495.a13bce4369913c929a48b073f2b320c9,1221.a0bef61f14f60b8a74f76f6a20651731,21.86321111,ham
0495.a13bce4369913c929a48b073f2b320c9,0706.ef90d85cf26d95101f9f5071ac457a81,21.81742423,ham
0495.a13bce4369913c929a48b073f2b320c9,0722.8aba37e84c5a58cdfe72fc9ed03089ae,21.9317122,ham
0495.a13bce4369913c929a48b073f2b320c9,1975.a7abcc87330dc1705f587b11d38d4cca,19.15724406,ham
0495.a13bce4369913c929a48b073f2b320c9,1107.7f3b20213d2397c966dfc7defebee2e7,23.49468025,ham
0495.a13bce4369913c929a48b073f2b320c9,1626.3c8c730d8741c9357da8984dd1057665,22.3159136,ham
0495.a13bce4369913c929a48b073f2b320c9,2168.78d5d7b3c85d3215edefae196a24bb30,19.13112647,ham
0495.a13bce4369913c929a48b073f2b320c9,1917.ad9c0d9da9c49cf27bfb916fb6506594,20.85665361,ham
0495.a13bce4369913c929a48b073f2b320c9,1618.07459a459f6163e2dd40cbd207ee6ba5,21.37755833,ham
0495.a13bce4369913c929a48b073f2b320c9,2160.51e6e82e73593cb2317ebea3b7301b65,19.39071943,ham
0495.a13bce4369913c929a48b073f2b320c9,0418.c0b6aa880f0653a8cef85a9bfb1af86c,22.02271555,ham
0495.a13bce4369913c929a48b073f2b320c9,0883.1c07a9bc574c386fbd893edbb24ea4e6,22.5166605,ham
0495.a13bce4369913c929a48b073f2b320c9,0613.78f3bc8ff059d262ac436be34a962c6b,21.51743479,ham
0495.a13bce4369913c929a48b073f2b320c9,0747.0ae2c1995e3f8c30bd2f69a5e51196ba,22.18107301,ham
0495.a13bce4369913c929a48b073f2b320c9,1659.e94135f919552d1bc8bf35f0a84b483c,21.37755833,ham
0495.a13bce4369913c929a48b073f2b320c9,1451.64eda615fc56b4bbfdce6291a59c12f4,23.51595203,ham
0495.a13bce4369913c929a48b073f2b320c9,0733.782a236e90e0e7a55b3c67be6f7bef23,20.95232684,ham
0495.a13bce4369913c929a48b073f2b320c9,0059.b3b1b1d95976b70d9bbd6c39c6b8d5d2,22.09072203,ham
0495.a13bce4369913c929a48b073f2b320c9,1432.0b1b8088c9a4e04cff33f6919f340402,22.3159136,ham
0495.a13bce4369913c929a48b073f2b320c9,0872.b39e14fc64a28f30b5c413d51ed9dea1,26.40075756,ham
0495.a13bce4369913c929a48b073f2b320c9,0072.d1c080832388ae81835ca069e2efffa3,21.28379665,ham
0495.a13bce4369913c929a48b073f2b320c9,0522.19fc2c700f36b246f3e1fb0807ce03fa,23.74868417,ham
0495.a13bce4369913c929a48b073f2b320c9,1109.50269c75e11405ffa85a38881a36e166,21.97726098,ham
0495.a13bce4369913c929a48b073f2b320c9,1797.5bae1500a6c23344cde8b81dd95a2dd7,21.04756518,ham
0495.a13bce4369913c929a48b073f2b320c9,0097.39badf2fea6bcebc640bea05ced59b59,22.86919325,ham
0495.a13bce4369913c929a48b073f2b320c9,0019.a8a1b2767e83b3be653e4af0148e1897,25.94224354,ham
0495.a13bce4369913c929a48b073f2b320c9,1873.ca66981e04ecb411738d47442a3aedaf,20.34698995,ham
0495.a13bce4369913c929a48b073f2b320c9,2064.a4f725da0d1875a96c4f76bf20d71283,18.97366596,ham
0495.a13bce4369913c929a48b073f2b320c9,0956.fb35140cb684b750a0b652251bf9f7df,33.82306905,ham
0495.a13bce4369913c929a48b073f2b320c9,1363.8c11ccc4af2f95df4bc78e6dacd96a73,21.47091055,ham
0495.a13bce4369913c929a48b073f2b320c9,1004.5929fd886f8e9544a98c383b41f554bb,23.17326045,ham
0495.a13bce4369913c929a48b073f2b320c9,1909.97cbba56dde3e037c13ff2911be560fd,19.89974874,ham
0495.a13bce4369913c929a48b073f2b320c9,1416.651cdba6e04f9c3593f6d634a70312e8,22.60530911,ham
0495.a13bce4369913c929a48b073f2b320c9,0763.5760c74ddc97ef3acfeb25509fc1a85e,21.9317122,ham
0495.a13bce4369913c929a48b073f2b320c9,0469.8b40f778677e8d001ca14bcc4268b41b,25.33771892,ham
0495.a13bce4369913c929a48b073f2b320c9,2115.ba420b4ef9804b32f45c15c5337b0436,19.18332609,ham
0495.a13bce4369913c929a48b073f2b320c9,0988.0743b9293ec2636dbc6065acd9b646fb,22.42766149,ham
0495.a13bce4369913c929a48b073f2b320c9,1532.7629e5bf068e857d0149f49caf32df6f,21.14237451,ham
0495.a13bce4369913c929a48b073f2b320c9,2075.711e8f761dd164a7bcafc3ab23c96735,19.31320792,ham
0495.a13bce4369913c929a48b073f2b320c9,1661.ea88a58a5adbb42b5f456544688849ad,22.3383079,ham
0495.a13bce4369913c929a48b073f2b320c9,0225.80a615200726ed2da1bfd347dcfd648c,25.33771892,ham
0495.a13bce4369913c929a48b073f2b320c9,0374.ee8aa01327991442d06f41641b7b2fac,25.96150997,ham
0495.a13bce4369913c929a48b073f2b320c9,0348.3b405d7ce51b88004e6106862f9e3ac4,23.10844002,ham
0495.a13bce4369913c929a48b073f2b320c9,0051.9281d3f8a3faf47d09a7fafdf2caf26e,20.61552813,ham
0495.a13bce4369913c929a48b073f2b320c9,1376.460393676b2c5ba43650cc2f2ef6875e,22.69361144,ham
0495.a13bce4369913c929a48b073f2b320c9,1389.447a639594555183f1643cb44d9f8ce2,25.33771892,ham
0495.a13bce4369913c929a48b073f2b320c9,1239.4ac4f511de904aae73d8d5ead6f7fd70,21.86321111,ham
0495.a13bce4369913c929a48b073f2b320c9,1483.0e8f2eee9641c6af54fb45495cb65018,23.23790008,ham
0495.a13bce4369913c929a48b073f2b320c9,1543.d8b77b54627b605a9be40ba163b6dd70,21.54065923,ham
0495.a13bce4369913c929a48b073f2b320c9,2311.bb14a70f28038ba499c3deea13275460,19.23538406,ham
0495.a13bce4369913c929a48b073f2b320c9,1261.edad140fb507fd35411ae458b009c39c,21.84032967,ham
0495.a13bce4369913c929a48b073f2b320c9,1000.348e8a82897b05d584de019f4dd5c7e2,23.32380758,ham
0495.a13bce4369913c929a48b073f2b320c9,1305.079d27bad970916d43f450d17afb2be2,21.58703314,ham
0495.a13bce4369913c929a48b073f2b320c9,0905.2460d014dcdcdaaa26313066df702677,21.44761059,ham
0495.a13bce4369913c929a48b073f2b320c9,0983.c68392ce03bc95afaf1ef76360ee0a88,25.25866188,ham
