Test_courriel_ID,Probability,NB_Prediction,Type_courriel_test,Lissage
2530.31d1d0691296d715441ab4e2890d3780,0.0,spam,ham,0.0
2538.e3f596927fd5dd74ad23a0792a449241,0.0,spam,ham,0.0
2531.8f40eb6fd94f9e48d56f6374ddc3427a,0.0,spam,ham,0.0
0465.5d27c24cf1797e87a346c02f9bc42587,0.0,spam,spam,0.0
0475.f3c5fb57463eb715fa93e9ce483c49fe,0.0,spam,spam,0.0
2545.6ddb98905ca38f1dc76e5266427c0574,0.0,spam,ham,0.0
2529.c3856b9d7d098309eb71e3ed1993aa31,0.0,spam,ham,0.0
2513.753d70e90eb4759d73d67ea6b9b12617,0.0,spam,ham,0.0
2515.177e746c09892ea4c2631adcc62d73a7,0.0,spam,ham,0.0
0494.a0865131f55d26362a8efad99c37de01,0.0,spam,spam,0.0
2519.4b5c7eea59a27b30bb33503d1be85950,0.0,spam,ham,0.0
2518.9c2a50b66e91110fae3c27851e9ec1dd,0.0,spam,ham,0.0
0466.11bc31540055c320b62e5886ef27c4b2,0.0,spam,spam,0.0
2527.fad44667449822628022a95a7cf83ac0,0.0,spam,ham,0.0
0495.a13bce4369913c929a48b073f2b320c9,1.0933695073838434E-86,ham,spam,0.1
0490.5fc0d6e9adcaf702bb7dd303ff2d59e2,3.350586113028096E-45,ham,spam,0.1
2526.7ff8826a8e943eabf68cdcbb4c29c8bc,7.240998964571851E-34,ham,ham,0.1
2551.3b1f94418de5bd544c977b44bcc7e740,4.896162090410558E14,ham,ham,0.1
0472.40695f88feb07754e40b1008aeb47bd1,1.5399168039967652E-155,ham,spam,0.1
2516.030f0cecab78d582f6f5be58422acf79,1.6630346304127876E23,ham,ham,0.1
0467.b59a3337d0979ba8d587bf4c166db8b1,2.0420126969797857E-49,ham,spam,0.1
0498.863566df8e5f17f979edca79d1e87187,2.4219210522406234E-235,ham,spam,0.1
0462.2cfe24a32d1b480eab70b099b4a8a919,5.594263853996496E-24,ham,spam,0.1
2540.9527f844d218311f91ec4d87fd2035ca,3.716165380953781E9,ham,ham,0.1
0469.c1d9ab5918d50dac4242ef53c4aaf678,2.2266285091234968E15,ham,spam,0.1
0491.f47154f78397c57b14e05450a16745d5,1.856532107113811E67,ham,spam,0.1
0485.9021367278833179285091e5201f5854,8.125219714123433E-92,ham,spam,0.1
2543.1fa39c8b86bc5ae84b837e8c7ae3717d,1.8699287421990536E16,ham,ham,0.1
0493.c82e983c32e4888b4fbb0084cb303608,5213051.164596816,ham,spam,0.1
2537.2769f2836293c4c9105e6a89fc14fd8e,1.1825334166325248E15,ham,ham,0.1
2548.b2259f104edd1ecbc9dc0327df387147,8.388351670186899E10,ham,ham,0.1
2541.892b976061b9ea684b9b3009d0b87dab,5.0450432862387456E18,ham,ham,0.1
0481.77b1644dfd682bf753d5894ad04f8020,0.0,spam,spam,0.1
2514.f2c8376ccb20e0255fd97cab426f0c3a,5.580812292322435E21,ham,ham,0.1
0463.47a4c19eea5230ff19a42e62a5f59484,7.1408583051506176E17,ham,spam,0.1
0489.013cd8eb1a0a545e5c6ed066bad0cad7,5.5240269823267375E-40,ham,spam,0.1
2522.dc159c06c191406ece1b0fc98a352bbe,9.1791429520459856E16,ham,ham,0.1
2528.8b6dd74e9b8d04f5f1338bcec51b0b11,1.401904646825074E11,ham,ham,0.1
2517.2dbd54c3580b5fb8e12dea4d876348f3,2.640411675669849E25,ham,ham,0.1
2550.963956a866a2e00b3d5b353ecc9216ae,6.178009055873748E12,ham,ham,0.1
2546.dd6480d3f87f7d525f797d17ac1a0bc8,1.6855807169514313E10,ham,ham,0.1
0461.27302a2e94d8948f8a81a7d4c8566cf0,0.0,spam,spam,0.1
2533.ba0ac203656046766a368dbc29cf36a6,2.2260920798433345E12,ham,ham,0.1
0483.488a059db4a731caae8143bf298d6ac4,2.8537965248563624E16,ham,spam,0.1
2532.8b61e23f6e94d8b2303554395d0374e5,1.26450133666602016E17,ham,ham,0.1
0464.c1345cc18f1944b61a219dcdfe54088a,0.08341970018446489,ham,spam,0.1
0486.348918a564335556b4fdd8b82f939918,0.0,spam,spam,0.1
2535.4d4a1eed6617e6df7c1a5d4ac7d368a2,530770.2802747003,ham,ham,0.1
0488.6d41f6d7222978a3ee2b6cfbfce55a02,6.463964422897086E-140,ham,spam,0.1
0492.f2d030fd71d7c3075626195b5c0b56f7,0.0,spam,spam,0.1
0487.b57549dc531f50c1ff1e3356bc38b390,0.0,spam,spam,0.1
0496.e995facc5d5bc6d3f3a8537d35e0432a,2.4691324636946378E-88,ham,spam,0.1
2520.554ec4788bbcc1ed13c453719c8d698e,5.361714894319993E-8,ham,ham,0.1
2539.466ecd08a54bf64e857522423a33108a,9.4660160408506864E16,ham,ham,0.1
0480.fc9323682825f7d93ed78a82970ceaea,4.1522960263576663E18,ham,spam,0.1
0474.81ea7ec9e00168efe6bb824d08825ef3,1.4831193866566504E-74,ham,spam,0.1
2525.9559a3f0d4d17d33379acdf5bf356435,1.3618282394400265E-10,ham,ham,0.1
2521.8e5616c36de4145286f63b8ddd50f429,8.928739754771774E21,ham,ham,0.1
0468.8edb99340b9a96a81813be2d3362605d,4.2118952586984715E-5,ham,spam,0.1
0477.c825fdd16a32d2d29f4f3613e412dfb3,1.1463004668302432E15,ham,spam,0.1
2523.7b5518a502b8a309e42770179d71626c,9.843682928046592E-29,ham,ham,0.1
0479.558d7491db4238443bc549ec06021bae,0.0,spam,spam,0.1
0471.f3cd3e181577b34e474bea8c480d1b44,2.314783234740915E91,ham,spam,0.1
0478.16f274ffd3e884a574c9461012cadea6,1.4638835245930773E-193,ham,spam,0.1
2512.d68f3adc32f665ecaf1d096a83d78aa5,7.187376834621046E30,ham,ham,0.1
0500.2e8762b67913d1b07bc8da293448d27f,0.0,spam,spam,0.1
2547.18ce2b2d4f757e70154b5c8cfe6e684f,7.617187447722948E10,ham,ham,0.1
0470.b9e513715695ea1c79c1e5af0fb0eea9,2.0578581697939408E40,ham,spam,0.1
0484.cd802b94da9c80db5e4432bb661effd1,0.0,spam,spam,0.1
2536.601b538e15f39aaac0e038cb860ae762,3.1236261218347177E18,ham,ham,0.1
2524.c06019b7e085875e69ff55f43defeb83,4.844584561036353E20,ham,ham,0.1
0476.0530ef1b33305fdf919489946570685b,1.0175714797377516E42,ham,spam,0.1
2544.1a95794a767c776e71893fda91f59efb,5.977781135048359E7,ham,ham,0.1
0473.ab22ff7eb6975783dff18f279a1a8357,2.4502445111661302E61,ham,spam,0.1
0499.4a17fbd7fe71705e09b4dd2e24d802dd,4.040766037684828E-32,ham,spam,0.1
2542.1a940f58e68fa8a84a3f83e30a624e8d,6.541530583196769E13,ham,ham,0.1
2549.d05fe143eb28d1fb19fbdc39781d5e34,1.36556140422029968E17,ham,ham,0.1
0482.d2338d94e40e6028a89c0a197ed7c470,1.3823373537739012E14,ham,spam,0.1
2534.2804e0302718cda7783689fa2a6d90d9,4.668021188923527E10,ham,ham,0.1
0497.9307bd1fb5347f9fbf1f54ebe95b1d20,0.0,spam,spam,0.1
2530.31d1d0691296d715441ab4e2890d3780,85427.36962948169,ham,ham,0.1
2538.e3f596927fd5dd74ad23a0792a449241,1.0013234594040165E-7,ham,ham,0.1
2531.8f40eb6fd94f9e48d56f6374ddc3427a,2.535494546371344E22,ham,ham,0.1
0465.5d27c24cf1797e87a346c02f9bc42587,1.9804741912347376E-289,spam,spam,0.1
0475.f3c5fb57463eb715fa93e9ce483c49fe,7.519039131229872E-21,ham,spam,0.1
2545.6ddb98905ca38f1dc76e5266427c0574,2.1578391764273545E15,ham,ham,0.1
2529.c3856b9d7d098309eb71e3ed1993aa31,630.896184938727,ham,ham,0.1
2513.753d70e90eb4759d73d67ea6b9b12617,1.4933392798466515E27,ham,ham,0.1
2515.177e746c09892ea4c2631adcc62d73a7,2.21024313579965E26,ham,ham,0.1
0494.a0865131f55d26362a8efad99c37de01,0.0,spam,spam,0.1
2519.4b5c7eea59a27b30bb33503d1be85950,6.596176664158707E19,ham,ham,0.1
2518.9c2a50b66e91110fae3c27851e9ec1dd,1.9433834440142465E-14,ham,ham,0.1
0466.11bc31540055c320b62e5886ef27c4b2,2.729908356653642E-299,ham,spam,0.1
2527.fad44667449822628022a95a7cf83ac0,196562.0728347411,ham,ham,0.1
0495.a13bce4369913c929a48b073f2b320c9,3.3320965173498506E231,ham,spam,1.0
0490.5fc0d6e9adcaf702bb7dd303ff2d59e2,6.36139551599002E116,ham,spam,1.0
2526.7ff8826a8e943eabf68cdcbb4c29c8bc,5.112717024896007E82,ham,ham,1.0
2551.3b1f94418de5bd544c977b44bcc7e740,1.139189356026407E74,ham,ham,1.0
0472.40695f88feb07754e40b1008aeb47bd1,5.850092157485919E194,ham,spam,1.0
2516.030f0cecab78d582f6f5be58422acf79,1.0745309588827571E75,ham,ham,1.0
0467.b59a3337d0979ba8d587bf4c166db8b1,2.6875461261610245E181,ham,spam,1.0
0498.863566df8e5f17f979edca79d1e87187,1.435601618678052E166,ham,spam,1.0
0462.2cfe24a32d1b480eab70b099b4a8a919,5.653969560316685E185,ham,spam,1.0
2540.9527f844d218311f91ec4d87fd2035ca,1.3967853118836307E74,ham,ham,1.0
0469.c1d9ab5918d50dac4242ef53c4aaf678,1.0010611314894493E149,ham,spam,1.0
0491.f47154f78397c57b14e05450a16745d5,Infinity,ham,spam,1.0
0485.9021367278833179285091e5201f5854,8.999159332008797E195,ham,spam,1.0
2543.1fa39c8b86bc5ae84b837e8c7ae3717d,5.873790563895068E80,ham,ham,1.0
0493.c82e983c32e4888b4fbb0084cb303608,1.950659633678139E151,ham,spam,1.0
2537.2769f2836293c4c9105e6a89fc14fd8e,8.664574498670615E81,ham,ham,1.0
2548.b2259f104edd1ecbc9dc0327df387147,1.4351087881411025E67,ham,ham,1.0
2541.892b976061b9ea684b9b3009d0b87dab,8.659063731966574E73,ham,ham,1.0
0481.77b1644dfd682bf753d5894ad04f8020,9.969140370892E134,ham,spam,1.0
2514.f2c8376ccb20e0255fd97cab426f0c3a,1.2521502107609094E68,ham,ham,1.0
0463.47a4c19eea5230ff19a42e62a5f59484,2.960861510130854E192,ham,spam,1.0
0489.013cd8eb1a0a545e5c6ed066bad0cad7,1.7423597327611208E231,ham,spam,1.0
2522.dc159c06c191406ece1b0fc98a352bbe,3.285745754943345E81,ham,ham,1.0
2528.8b6dd74e9b8d04f5f1338bcec51b0b11,1.1093268273459939E71,ham,ham,1.0
2517.2dbd54c3580b5fb8e12dea4d876348f3,5.7180234082735046E66,ham,ham,1.0
2550.963956a866a2e00b3d5b353ecc9216ae,2.168608835413221E68,ham,ham,1.0
2546.dd6480d3f87f7d525f797d17ac1a0bc8,3.0057556284955303E68,ham,ham,1.0
0461.27302a2e94d8948f8a81a7d4c8566cf0,Infinity,spam,spam,1.0
2533.ba0ac203656046766a368dbc29cf36a6,5.335660878986149E67,ham,ham,1.0
0483.488a059db4a731caae8143bf298d6ac4,7.372332395793773E64,ham,spam,1.0
2532.8b61e23f6e94d8b2303554395d0374e5,6.44481124974674E77,ham,ham,1.0
0464.c1345cc18f1944b61a219dcdfe54088a,8.427180667915151E111,ham,spam,1.0
0486.348918a564335556b4fdd8b82f939918,2.1322782636134483E233,spam,spam,1.0
2535.4d4a1eed6617e6df7c1a5d4ac7d368a2,7.263734100836155E79,ham,ham,1.0
0488.6d41f6d7222978a3ee2b6cfbfce55a02,4.531194507882945E141,ham,spam,1.0
0492.f2d030fd71d7c3075626195b5c0b56f7,3.355216291019195E94,ham,spam,1.0
0487.b57549dc531f50c1ff1e3356bc38b390,Infinity,spam,spam,1.0
0496.e995facc5d5bc6d3f3a8537d35e0432a,1.6660482586749253E231,ham,spam,1.0
2520.554ec4788bbcc1ed13c453719c8d698e,9.806332927340549E108,ham,ham,1.0
2539.466ecd08a54bf64e857522423a33108a,2.8874647136980835E73,ham,ham,1.0
0480.fc9323682825f7d93ed78a82970ceaea,1.6282405002448652E97,ham,spam,1.0
0474.81ea7ec9e00168efe6bb824d08825ef3,7.654735894557677E188,ham,spam,1.0
2525.9559a3f0d4d17d33379acdf5bf356435,4.132576021795382E259,ham,ham,1.0
2521.8e5616c36de4145286f63b8ddd50f429,5.6289503268287824E75,ham,ham,1.0
0468.8edb99340b9a96a81813be2d3362605d,2.547116159170038E104,ham,spam,1.0
0477.c825fdd16a32d2d29f4f3613e412dfb3,9.145560257198295E285,ham,spam,1.0
2523.7b5518a502b8a309e42770179d71626c,3.045519766167725E135,ham,ham,1.0
0479.558d7491db4238443bc549ec06021bae,7.27835828540799E160,ham,spam,1.0
0471.f3cd3e181577b34e474bea8c480d1b44,Infinity,ham,spam,1.0
0478.16f274ffd3e884a574c9461012cadea6,1.8103713562474916E233,ham,spam,1.0
2512.d68f3adc32f665ecaf1d096a83d78aa5,9.998423018029622E79,ham,ham,1.0
0500.2e8762b67913d1b07bc8da293448d27f,Infinity,spam,spam,1.0
2547.18ce2b2d4f757e70154b5c8cfe6e684f,1.081159934895261E73,ham,ham,1.0
0470.b9e513715695ea1c79c1e5af0fb0eea9,1.318922998118201E147,ham,spam,1.0
0484.cd802b94da9c80db5e4432bb661effd1,Infinity,ham,spam,1.0
2536.601b538e15f39aaac0e038cb860ae762,3.163563533048439E79,ham,ham,1.0
2524.c06019b7e085875e69ff55f43defeb83,3.525320643006294E81,ham,ham,1.0
0476.0530ef1b33305fdf919489946570685b,Infinity,ham,spam,1.0
2544.1a95794a767c776e71893fda91f59efb,2.5470310771928276E71,ham,ham,1.0
0473.ab22ff7eb6975783dff18f279a1a8357,Infinity,ham,spam,1.0
0499.4a17fbd7fe71705e09b4dd2e24d802dd,2.919267716132616E172,ham,spam,1.0
2542.1a940f58e68fa8a84a3f83e30a624e8d,1.3872718285363988E69,ham,ham,1.0
2549.d05fe143eb28d1fb19fbdc39781d5e34,1.030281820311955E75,ham,ham,1.0
0482.d2338d94e40e6028a89c0a197ed7c470,3.9272688964205803E136,ham,spam,1.0
2534.2804e0302718cda7783689fa2a6d90d9,4.610010999444033E71,ham,ham,1.0
0497.9307bd1fb5347f9fbf1f54ebe95b1d20,2.501862162112328E299,spam,spam,1.0
2530.31d1d0691296d715441ab4e2890d3780,3.3217248796281357E69,ham,ham,1.0
2538.e3f596927fd5dd74ad23a0792a449241,3.603226988071198E70,ham,ham,1.0
2531.8f40eb6fd94f9e48d56f6374ddc3427a,1.3279256138534844E87,ham,ham,1.0
0465.5d27c24cf1797e87a346c02f9bc42587,4.532493308077942E163,spam,spam,1.0
0475.f3c5fb57463eb715fa93e9ce483c49fe,1.8322884788658721E117,ham,spam,1.0
2545.6ddb98905ca38f1dc76e5266427c0574,9.48549504609743E74,ham,ham,1.0
2529.c3856b9d7d098309eb71e3ed1993aa31,1.9684295582981546E69,ham,ham,1.0
2513.753d70e90eb4759d73d67ea6b9b12617,7.278815077795839E72,ham,ham,1.0
2515.177e746c09892ea4c2631adcc62d73a7,6.332569117682379E76,ham,ham,1.0
0494.a0865131f55d26362a8efad99c37de01,2.6302375441797877E222,ham,spam,1.0
2519.4b5c7eea59a27b30bb33503d1be85950,1.3748778953787988E84,ham,ham,1.0
2518.9c2a50b66e91110fae3c27851e9ec1dd,Infinity,spam,ham,1.0
0466.11bc31540055c320b62e5886ef27c4b2,4.184164135133402E287,ham,spam,1.0
2527.fad44667449822628022a95a7cf83ac0,2.172001004162515E112,ham,ham,1.0
