Test_courriel_ID,Probability,NB_Prediction,Type_courriel_test,Lissage
2530.31d1d0691296d715441ab4e2890d3780,0.0,spam,ham,0.0
2538.e3f596927fd5dd74ad23a0792a449241,0.0,spam,ham,0.0
2531.8f40eb6fd94f9e48d56f6374ddc3427a,0.0,spam,ham,0.0
0465.5d27c24cf1797e87a346c02f9bc42587,0.0,spam,spam,0.0
0475.f3c5fb57463eb715fa93e9ce483c49fe,0.0,spam,spam,0.0
2545.6ddb98905ca38f1dc76e5266427c0574,0.0,spam,ham,0.0
2529.c3856b9d7d098309eb71e3ed1993aa31,0.0,spam,ham,0.0
2513.753d70e90eb4759d73d67ea6b9b12617,0.0,spam,ham,0.0
2515.177e746c09892ea4c2631adcc62d73a7,0.0,spam,ham,0.0
0494.a0865131f55d26362a8efad99c37de01,0.0,spam,spam,0.0
2519.4b5c7eea59a27b30bb33503d1be85950,0.0,spam,ham,0.0
2518.9c2a50b66e91110fae3c27851e9ec1dd,0.0,spam,ham,0.0
0466.11bc31540055c320b62e5886ef27c4b2,0.0,spam,spam,0.0
2527.fad44667449822628022a95a7cf83ac0,0.0,spam,ham,0.0
0495.a13bce4369913c929a48b073f2b320c9,6.734302978823175E-296,spam,spam,0.1
0490.5fc0d6e9adcaf702bb7dd303ff2d59e2,3.2171087731116524E-159,ham,spam,0.1
2526.7ff8826a8e943eabf68cdcbb4c29c8bc,3.1418171051920815E-99,ham,ham,0.1
2551.3b1f94418de5bd544c977b44bcc7e740,4.856803343316623E-44,ham,ham,0.1
0472.40695f88feb07754e40b1008aeb47bd1,2.771318371393881E-298,spam,spam,0.1
2516.030f0cecab78d582f6f5be58422acf79,1.664353690552081E-34,ham,ham,0.1
0467.b59a3337d0979ba8d587bf4c166db8b1,6.542392529947731E-216,spam,spam,0.1
0498.863566df8e5f17f979edca79d1e87187,0.0,spam,spam,0.1
0462.2cfe24a32d1b480eab70b099b4a8a919,4.077203540879549E-178,spam,spam,0.1
2540.9527f844d218311f91ec4d87fd2035ca,3.13391410537849E-44,ham,ham,0.1
0469.c1d9ab5918d50dac4242ef53c4aaf678,6.52039151198433E-112,spam,spam,0.1
0491.f47154f78397c57b14e05450a16745d5,1.957837199428517E-260,spam,spam,0.1
0485.9021367278833179285091e5201f5854,6.093480246551524E-254,spam,spam,0.1
2543.1fa39c8b86bc5ae84b837e8c7ae3717d,1.2101517212183486E-39,ham,ham,0.1
0493.c82e983c32e4888b4fbb0084cb303608,3.8761314255506777E-118,ham,spam,0.1
2537.2769f2836293c4c9105e6a89fc14fd8e,4.950165634247718E-53,ham,ham,0.1
2548.b2259f104edd1ecbc9dc0327df387147,1.7287189165073015E-37,ham,ham,0.1
2541.892b976061b9ea684b9b3009d0b87dab,4.922557330813349E-37,ham,ham,0.1
0481.77b1644dfd682bf753d5894ad04f8020,0.0,spam,spam,0.1
2514.f2c8376ccb20e0255fd97cab426f0c3a,5.8447163367627774E-30,ham,ham,0.1
0463.47a4c19eea5230ff19a42e62a5f59484,1.3330397262020984E-160,ham,spam,0.1
0489.013cd8eb1a0a545e5c6ed066bad0cad7,3.605694356252379E-236,spam,spam,0.1
2522.dc159c06c191406ece1b0fc98a352bbe,4.8823290572924457E-48,ham,ham,0.1
2528.8b6dd74e9b8d04f5f1338bcec51b0b11,2.6359670678800165E-42,ham,ham,0.1
2517.2dbd54c3580b5fb8e12dea4d876348f3,1.5188610198689225E-25,ham,ham,0.1
2550.963956a866a2e00b3d5b353ecc9216ae,1.9015908081580316E-37,ham,ham,0.1
2546.dd6480d3f87f7d525f797d17ac1a0bc8,7.574710632752413E-39,ham,ham,0.1
0461.27302a2e94d8948f8a81a7d4c8566cf0,0.0,spam,spam,0.1
2533.ba0ac203656046766a368dbc29cf36a6,2.89974916846731E-37,ham,ham,0.1
0483.488a059db4a731caae8143bf298d6ac4,3.122791239327048E-41,ham,spam,0.1
2532.8b61e23f6e94d8b2303554395d0374e5,1.2568838299088235E-38,ham,ham,0.1
0464.c1345cc18f1944b61a219dcdfe54088a,2.0923301074469666E-85,ham,spam,0.1
0486.348918a564335556b4fdd8b82f939918,0.0,spam,spam,0.1
2535.4d4a1eed6617e6df7c1a5d4ac7d368a2,1.1639289467150008E-52,ham,ham,0.1
0488.6d41f6d7222978a3ee2b6cfbfce55a02,7.101212966714564E-268,ham,spam,0.1
0492.f2d030fd71d7c3075626195b5c0b56f7,0.0,spam,spam,0.1
0487.b57549dc531f50c1ff1e3356bc38b390,0.0,spam,spam,0.1
0496.e995facc5d5bc6d3f3a8537d35e0432a,6.734302978823187E-298,spam,spam,0.1
2520.554ec4788bbcc1ed13c453719c8d698e,2.890563202326671E-90,ham,ham,0.1
2539.466ecd08a54bf64e857522423a33108a,2.3169571899747987E-35,ham,ham,0.1
0480.fc9323682825f7d93ed78a82970ceaea,2.4067689965467572E-55,ham,spam,0.1
0474.81ea7ec9e00168efe6bb824d08825ef3,3.636110893091919E-242,ham,spam,0.1
2525.9559a3f0d4d17d33379acdf5bf356435,3.434411443049555E-238,ham,ham,0.1
2521.8e5616c36de4145286f63b8ddd50f429,8.95449795495377E-36,ham,ham,0.1
0468.8edb99340b9a96a81813be2d3362605d,7.977101300667338E-84,ham,spam,0.1
0477.c825fdd16a32d2d29f4f3613e412dfb3,1.2336723741567432E-199,spam,spam,0.1
2523.7b5518a502b8a309e42770179d71626c,2.1006721602049355E-139,ham,ham,0.1
0479.558d7491db4238443bc549ec06021bae,0.0,spam,spam,0.1
0471.f3cd3e181577b34e474bea8c480d1b44,0.0,spam,spam,0.1
0478.16f274ffd3e884a574c9461012cadea6,0.0,spam,spam,0.1
2512.d68f3adc32f665ecaf1d096a83d78aa5,4.1890467551780375E-30,ham,ham,0.1
0500.2e8762b67913d1b07bc8da293448d27f,0.0,spam,spam,0.1
2547.18ce2b2d4f757e70154b5c8cfe6e684f,2.667950919753801E-43,ham,ham,0.1
0470.b9e513715695ea1c79c1e5af0fb0eea9,2.996650168490169E-86,ham,spam,0.1
0484.cd802b94da9c80db5e4432bb661effd1,0.0,spam,spam,0.1
2536.601b538e15f39aaac0e038cb860ae762,4.1890467551780386E-39,ham,ham,0.1
2524.c06019b7e085875e69ff55f43defeb83,6.147100376538473E-38,ham,ham,0.1
0476.0530ef1b33305fdf919489946570685b,5.17439777637967E-236,spam,spam,0.1
2544.1a95794a767c776e71893fda91f59efb,1.2759674322740391E-45,ham,ham,0.1
0473.ab22ff7eb6975783dff18f279a1a8357,4.36981324237774E-302,spam,spam,0.1
0499.4a17fbd7fe71705e09b4dd2e24d802dd,1.4061038629915769E-175,ham,spam,0.1
2542.1a940f58e68fa8a84a3f83e30a624e8d,6.698420579159488E-36,ham,ham,0.1
2549.d05fe143eb28d1fb19fbdc39781d5e34,1.2032458648089647E-37,ham,ham,0.1
0482.d2338d94e40e6028a89c0a197ed7c470,1.7568798697409496E-107,spam,spam,0.1
2534.2804e0302718cda7783689fa2a6d90d9,3.4086558547892196E-42,ham,ham,0.1
0497.9307bd1fb5347f9fbf1f54ebe95b1d20,0.0,spam,spam,0.1
2530.31d1d0691296d715441ab4e2890d3780,1.1862304565176293E-46,ham,ham,0.1
2538.e3f596927fd5dd74ad23a0792a449241,1.4316262227132632E-59,ham,ham,0.1
2531.8f40eb6fd94f9e48d56f6374ddc3427a,1.929709962753422E-42,ham,ham,0.1
0465.5d27c24cf1797e87a346c02f9bc42587,0.0,spam,spam,0.1
0475.f3c5fb57463eb715fa93e9ce483c49fe,9.023246344561261E-117,ham,spam,0.1
2545.6ddb98905ca38f1dc76e5266427c0574,1.6722317911112E-45,ham,ham,0.1
2529.c3856b9d7d098309eb71e3ed1993aa31,3.343013104731501E-47,ham,ham,0.1
2513.753d70e90eb4759d73d67ea6b9b12617,1.3974981008234192E-28,ham,ham,0.1
2515.177e746c09892ea4c2631adcc62d73a7,6.052564274666227E-34,ham,ham,0.1
0494.a0865131f55d26362a8efad99c37de01,0.0,spam,spam,0.1
2519.4b5c7eea59a27b30bb33503d1be85950,1.3076053377159537E-42,ham,ham,0.1
2518.9c2a50b66e91110fae3c27851e9ec1dd,0.0,spam,ham,0.1
0466.11bc31540055c320b62e5886ef27c4b2,0.0,spam,spam,0.1
2527.fad44667449822628022a95a7cf83ac0,9.788880305962814E-86,ham,ham,0.1
0495.a13bce4369913c929a48b073f2b320c9,1.9503610369266424E104,spam,spam,1.0
0490.5fc0d6e9adcaf702bb7dd303ff2d59e2,2.4687902044354276E48,ham,spam,1.0
2526.7ff8826a8e943eabf68cdcbb4c29c8bc,9.357390570107257E37,ham,ham,1.0
2551.3b1f94418de5bd544c977b44bcc7e740,2.9229666503875227E33,ham,ham,1.0
0472.40695f88feb07754e40b1008aeb47bd1,3.1289889657466254E99,spam,spam,1.0
2516.030f0cecab78d582f6f5be58422acf79,2.3870894311498102E35,ham,ham,1.0
0467.b59a3337d0979ba8d587bf4c166db8b1,1.622726056843256E80,spam,spam,1.0
0498.863566df8e5f17f979edca79d1e87187,8.250169224748812E74,ham,spam,1.0
0462.2cfe24a32d1b480eab70b099b4a8a919,3.023503757261777E86,spam,spam,1.0
2540.9527f844d218311f91ec4d87fd2035ca,2.227950135739823E35,ham,ham,1.0
0469.c1d9ab5918d50dac4242ef53c4aaf678,2.7409269358806723E68,spam,spam,1.0
0491.f47154f78397c57b14e05450a16745d5,5.670170397791423E182,spam,spam,1.0
0485.9021367278833179285091e5201f5854,8.120828001179498E92,spam,spam,1.0
2543.1fa39c8b86bc5ae84b837e8c7ae3717d,1.9249489172792072E39,ham,ham,1.0
0493.c82e983c32e4888b4fbb0084cb303608,3.2752407917694933E70,ham,spam,1.0
2537.2769f2836293c4c9105e6a89fc14fd8e,3.609279219898513E37,ham,ham,1.0
2548.b2259f104edd1ecbc9dc0327df387147,6.089513854974006E31,ham,ham,1.0
2541.892b976061b9ea684b9b3009d0b87dab,5.370951220087073E34,ham,ham,1.0
0481.77b1644dfd682bf753d5894ad04f8020,2.9011148959769336E60,spam,spam,1.0
2514.f2c8376ccb20e0255fd97cab426f0c3a,1.6238703613264014E32,ham,ham,1.0
0463.47a4c19eea5230ff19a42e62a5f59484,1.2924104105092145E84,ham,spam,1.0
0489.013cd8eb1a0a545e5c6ed066bad0cad7,4.991593388758463E105,spam,spam,1.0
2522.dc159c06c191406ece1b0fc98a352bbe,8.081418194991423E37,ham,ham,1.0
2528.8b6dd74e9b8d04f5f1338bcec51b0b11,1.6238703613264016E33,ham,ham,1.0
2517.2dbd54c3580b5fb8e12dea4d876348f3,3.5522164154015033E31,ham,ham,1.0
2550.963956a866a2e00b3d5b353ecc9216ae,1.2179027709948012E32,ham,ham,1.0
2546.dd6480d3f87f7d525f797d17ac1a0bc8,3.1969947738613533E32,ham,ham,1.0
0461.27302a2e94d8948f8a81a7d4c8566cf0,Infinity,spam,spam,1.0
2533.ba0ac203656046766a368dbc29cf36a6,8.880541038503759E31,ham,ham,1.0
0483.488a059db4a731caae8143bf298d6ac4,2.0883106498539115E28,ham,spam,1.0
2532.8b61e23f6e94d8b2303554395d0374e5,2.456315024653155E37,ham,ham,1.0
0464.c1345cc18f1944b61a219dcdfe54088a,1.8809830129031827E54,ham,spam,1.0
0486.348918a564335556b4fdd8b82f939918,3.2332282751559377E149,spam,spam,1.0
2535.4d4a1eed6617e6df7c1a5d4ac7d368a2,5.892700767181246E37,ham,ham,1.0
0488.6d41f6d7222978a3ee2b6cfbfce55a02,3.5799304517152865E62,spam,spam,1.0
0492.f2d030fd71d7c3075626195b5c0b56f7,2.282371531055494E42,ham,spam,1.0
0487.b57549dc531f50c1ff1e3356bc38b390,Infinity,spam,spam,1.0
0496.e995facc5d5bc6d3f3a8537d35e0432a,1.9503610369266424E104,spam,spam,1.0
2520.554ec4788bbcc1ed13c453719c8d698e,2.911069941205591E52,ham,ham,1.0
2539.466ecd08a54bf64e857522423a33108a,1.9096715449198484E35,ham,ham,1.0
0480.fc9323682825f7d93ed78a82970ceaea,5.062948661439841E46,ham,spam,1.0
0474.81ea7ec9e00168efe6bb824d08825ef3,4.1403831559330835E84,ham,spam,1.0
2525.9559a3f0d4d17d33379acdf5bf356435,2.224613677773991E120,spam,ham,1.0
2521.8e5616c36de4145286f63b8ddd50f429,7.16126829344943E35,ham,ham,1.0
0468.8edb99340b9a96a81813be2d3362605d,8.505753751218934E49,ham,spam,1.0
0477.c825fdd16a32d2d29f4f3613e412dfb3,1.5585945437322392E146,spam,spam,1.0
2523.7b5518a502b8a309e42770179d71626c,2.5521021935679806E62,ham,ham,1.0
0479.558d7491db4238443bc549ec06021bae,2.923970296887984E102,spam,spam,1.0
0471.f3cd3e181577b34e474bea8c480d1b44,8.850043990885233E196,spam,spam,1.0
0478.16f274ffd3e884a574c9461012cadea6,2.2801238514236446E113,spam,spam,1.0
2512.d68f3adc32f665ecaf1d096a83d78aa5,5.347080325775575E37,ham,ham,1.0
0500.2e8762b67913d1b07bc8da293448d27f,Infinity,spam,spam,1.0
2547.18ce2b2d4f757e70154b5c8cfe6e684f,3.069114982906899E34,ham,ham,1.0
0470.b9e513715695ea1c79c1e5af0fb0eea9,3.834976323457495E66,ham,spam,1.0
0484.cd802b94da9c80db5e4432bb661effd1,1.0776400162537705E290,ham,spam,1.0
2536.601b538e15f39aaac0e038cb860ae762,5.347080325775575E37,ham,ham,1.0
2524.c06019b7e085875e69ff55f43defeb83,1.347464242095445E39,ham,ham,1.0
0476.0530ef1b33305fdf919489946570685b,4.511516905008481E181,spam,spam,1.0
2544.1a95794a767c776e71893fda91f59efb,1.7050638793927217E33,ham,ham,1.0
0473.ab22ff7eb6975783dff18f279a1a8357,1.5770526439505128E175,spam,spam,1.0
0499.4a17fbd7fe71705e09b4dd2e24d802dd,3.19774625517852E78,ham,spam,1.0
2542.1a940f58e68fa8a84a3f83e30a624e8d,5.3283246231022554E32,ham,ham,1.0
2549.d05fe143eb28d1fb19fbdc39781d5e34,3.069114982906899E35,ham,ham,1.0
0482.d2338d94e40e6028a89c0a197ed7c470,4.611507299879558E61,spam,spam,1.0
2534.2804e0302718cda7783689fa2a6d90d9,6.820255517570887E33,ham,ham,1.0
0497.9307bd1fb5347f9fbf1f54ebe95b1d20,4.340245107885894E196,spam,spam,1.0
2530.31d1d0691296d715441ab4e2890d3780,5.683546264642405E32,ham,ham,1.0
2538.e3f596927fd5dd74ad23a0792a449241,9.74322216795841E32,ham,ham,1.0
2531.8f40eb6fd94f9e48d56f6374ddc3427a,2.2637399267203473E41,ham,ham,1.0
0465.5d27c24cf1797e87a346c02f9bc42587,3.5016284372528153E106,spam,spam,1.0
0475.f3c5fb57463eb715fa93e9ce483c49fe,5.160237634860641E54,ham,spam,1.0
2545.6ddb98905ca38f1dc76e5266427c0574,1.169186660155009E34,ham,ham,1.0
2529.c3856b9d7d098309eb71e3ed1993aa31,1.136709252928481E33,ham,ham,1.0
2513.753d70e90eb4759d73d67ea6b9b12617,2.046076655271266E34,ham,ham,1.0
2515.177e746c09892ea4c2631adcc62d73a7,1.145802926951909E36,ham,ham,1.0
0494.a0865131f55d26362a8efad99c37de01,1.0397895751208146E115,spam,spam,1.0
2519.4b5c7eea59a27b30bb33503d1be85950,5.030533170489661E40,ham,ham,1.0
2518.9c2a50b66e91110fae3c27851e9ec1dd,Infinity,spam,ham,1.0
0466.11bc31540055c320b62e5886ef27c4b2,2.3237409957954422E148,spam,spam,1.0
2527.fad44667449822628022a95a7cf83ac0,3.4348229363887525E51,ham,ham,1.0
