testno,time,prediction,actual,K,trainingSize,testingSize,correct
37,1574295237052,Iris-setosa,Iris-setosa,4,0.1,0.9,1
38,1574295237052,Iris-setosa,Iris-setosa,4,0.1,0.9,1
39,1574295237052,Iris-versicolor,Iris-virginica,4,0.1,0.9,0
40,1574295237052,Iris-setosa,Iris-setosa,4,0.1,0.9,1
41,1574295237052,Iris-virginica,Iris-virginica,4,0.1,0.9,1
42,1574295237052,Iris-versicolor,Iris-versicolor,4,0.1,0.9,1
43,1574295237052,Iris-virginica,Iris-versicolor,4,0.1,0.9,0
44,1574295237052,Iris-versicolor,Iris-virginica,4,0.1,0.9,0
45,1574295237052,Iris-virginica,Iris-virginica,4,0.1,0.9,1
46,1574295237053,Iris-virginica,Iris-virginica,4,0.1,0.9,1
47,1574295237053,Iris-setosa,Iris-setosa,4,0.1,0.9,1
48,1574295237053,Iris-virginica,Iris-virginica,4,0.1,0.9,1
49,1574295237053,Iris-setosa,Iris-setosa,4,0.1,0.9,1
50,1574295237053,Iris-versicolor,Iris-virginica,4,0.1,0.9,0
51,1574295237053,Iris-setosa,Iris-setosa,4,0.1,0.9,1
52,1574295237053,Iris-setosa,Iris-setosa,4,0.1,0.9,1
53,1574295237053,Iris-versicolor,Iris-virginica,4,0.1,0.9,0
54,1574295237054,Iris-setosa,Iris-setosa,4,0.1,0.9,1
55,1574295237054,Iris-virginica,Iris-virginica,4,0.1,0.9,1
56,1574295237054,Iris-versicolor,Iris-versicolor,4,0.1,0.9,1
57,1574295237055,Iris-setosa,Iris-setosa,4,0.1,0.9,1
58,1574295237055,Iris-setosa,Iris-setosa,4,0.1,0.9,1
59,1574295237055,Iris-versicolor,Iris-versicolor,4,0.1,0.9,1
60,1574295237055,Iris-versicolor,Iris-versicolor,4,0.1,0.9,1
61,1574295237055,Iris-versicolor,Iris-versicolor,4,0.1,0.9,1
62,1574295237055,Iris-setosa,Iris-setosa,4,0.1,0.9,1
63,1574295237055,Iris-setosa,Iris-setosa,4,0.1,0.9,1
64,1574295237055,Iris-virginica,Iris-virginica,4,0.1,0.9,1
65,1574295237055,Iris-versicolor,Iris-versicolor,4,0.1,0.9,1
66,1574295237056,Iris-setosa,Iris-setosa,4,0.1,0.9,1
67,1574295237056,Iris-versicolor,Iris-versicolor,4,0.1,0.9,1
68,1574295237056,Iris-versicolor,Iris-versicolor,4,0.1,0.9,1
69,1574295237056,Iris-setosa,Iris-setosa,4,0.1,0.9,1
70,1574295237056,Iris-versicolor,Iris-versicolor,4,0.1,0.9,1
71,1574295237056,Iris-virginica,Iris-virginica,4,0.1,0.9,1
72,1574295237056,Iris-versicolor,Iris-versicolor,4,0.1,0.9,1
73,1574295237056,Iris-versicolor,Iris-versicolor,4,0.1,0.9,1
74,1574295237056,Iris-virginica,Iris-virginica,4,0.1,0.9,1
75,1574295237056,Iris-setosa,Iris-setosa,4,0.1,0.9,1
76,1574295237056,Iris-setosa,Iris-setosa,4,0.1,0.9,1
77,1574295237056,Iris-setosa,Iris-setosa,4,0.1,0.9,1
78,1574295237057,Iris-versicolor,Iris-versicolor,4,0.1,0.9,1
79,1574295237057,Iris-versicolor,Iris-versicolor,4,0.1,0.9,1
80,1574295237057,Iris-virginica,Iris-virginica,4,0.1,0.9,1
81,1574295237057,Iris-versicolor,Iris-versicolor,4,0.1,0.9,1
82,1574295237057,Iris-setosa,Iris-setosa,4,0.1,0.9,1
83,1574295237057,Iris-virginica,Iris-virginica,4,0.1,0.9,1
84,1574295237057,Iris-versicolor,Iris-versicolor,4,0.1,0.9,1
85,1574295237057,Iris-virginica,Iris-virginica,4,0.1,0.9,1
86,1574295237057,Iris-versicolor,Iris-virginica,4,0.1,0.9,0
87,1574295237057,Iris-versicolor,Iris-versicolor,4,0.1,0.9,1
88,1574295237057,Iris-virginica,Iris-versicolor,4,0.1,0.9,0
89,1574295237057,Iris-versicolor,Iris-versicolor,4,0.1,0.9,1
90,1574295237057,Iris-versicolor,Iris-versicolor,4,0.1,0.9,1
91,1574295237057,Iris-virginica,Iris-virginica,4,0.1,0.9,1
92,1574295237057,Iris-versicolor,Iris-versicolor,4,0.1,0.9,1
93,1574295237058,Iris-virginica,Iris-virginica,4,0.1,0.9,1
94,1574295237058,Iris-versicolor,Iris-virginica,4,0.1,0.9,0
95,1574295237058,Iris-versicolor,Iris-virginica,4,0.1,0.9,0
96,1574295237058,Iris-setosa,Iris-setosa,4,0.1,0.9,1
97,1574295237058,Iris-versicolor,Iris-versicolor,4,0.1,0.9,1
98,1574295237058,Iris-virginica,Iris-virginica,4,0.1,0.9,1
99,1574295237058,Iris-versicolor,Iris-versicolor,4,0.1,0.9,1
100,1574295237058,Iris-versicolor,Iris-virginica,4,0.1,0.9,0
101,1574295237058,Iris-setosa,Iris-setosa,4,0.1,0.9,1
102,1574295237058,Iris-setosa,Iris-setosa,4,0.1,0.9,1
103,1574295237058,Iris-versicolor,Iris-versicolor,4,0.1,0.9,1
104,1574295237058,Iris-setosa,Iris-setosa,4,0.1,0.9,1
105,1574295237058,Iris-versicolor,Iris-virginica,4,0.1,0.9,0
106,1574295237058,Iris-versicolor,Iris-versicolor,4,0.1,0.9,1
107,1574295237059,Iris-setosa,Iris-setosa,4,0.1,0.9,1
108,1574295237059,Iris-virginica,Iris-virginica,4,0.1,0.9,1
109,1574295237059,Iris-versicolor,Iris-versicolor,4,0.1,0.9,1
110,1574295237059,Iris-versicolor,Iris-versicolor,4,0.1,0.9,1
111,1574295237059,Iris-setosa,Iris-setosa,4,0.1,0.9,1
112,1574295237059,Iris-versicolor,Iris-virginica,4,0.1,0.9,0
113,1574295237059,Iris-setosa,Iris-setosa,4,0.1,0.9,1
114,1574295237059,Iris-versicolor,Iris-versicolor,4,0.1,0.9,1
115,1574295237059,Iris-setosa,Iris-setosa,4,0.1,0.9,1
116,1574295237059,Iris-virginica,Iris-virginica,4,0.1,0.9,1
117,1574295237059,Iris-versicolor,Iris-versicolor,4,0.1,0.9,1
118,1574295237059,Iris-virginica,Iris-virginica,4,0.1,0.9,1
119,1574295237059,Iris-virginica,Iris-virginica,4,0.1,0.9,1
120,1574295237060,Iris-setosa,Iris-setosa,4,0.1,0.9,1
121,1574295237060,Iris-setosa,Iris-setosa,4,0.1,0.9,1
122,1574295237060,Iris-virginica,Iris-virginica,4,0.1,0.9,1
123,1574295237060,Iris-setosa,Iris-setosa,4,0.1,0.9,1
124,1574295237060,Iris-setosa,Iris-setosa,4,0.1,0.9,1
125,1574295237060,Iris-virginica,Iris-virginica,4,0.1,0.9,1
126,1574295237060,Iris-virginica,Iris-virginica,4,0.1,0.9,1
127,1574295237060,Iris-virginica,Iris-virginica,4,0.1,0.9,1
128,1574295237060,Iris-versicolor,Iris-versicolor,4,0.1,0.9,1
129,1574295237060,Iris-setosa,Iris-setosa,4,0.1,0.9,1
130,1574295237060,Iris-setosa,Iris-setosa,4,0.1,0.9,1
131,1574295237060,Iris-virginica,Iris-versicolor,4,0.1,0.9,0
132,1574295237061,Iris-setosa,Iris-setosa,4,0.1,0.9,1
133,1574295237061,Iris-versicolor,Iris-versicolor,4,0.1,0.9,1
134,1574295237061,Iris-virginica,Iris-virginica,4,0.1,0.9,1
