testno,time,prediction,actual,K,trainingSize,testingSize,correct
86,1574295373974,Iris-versicolor,Iris-versicolor,4,0.1,0.9,1
87,1574295373975,Iris-versicolor,Iris-versicolor,4,0.1,0.9,1
88,1574295373975,Iris-setosa,Iris-setosa,4,0.1,0.9,1
89,1574295373975,Iris-setosa,Iris-setosa,4,0.1,0.9,1
90,1574295373975,Iris-setosa,Iris-setosa,4,0.1,0.9,1
91,1574295373975,Iris-versicolor,Iris-versicolor,4,0.1,0.9,1
92,1574295373975,Iris-virginica,Iris-virginica,4,0.1,0.9,1
93,1574295373975,Iris-virginica,Iris-virginica,4,0.1,0.9,1
94,1574295373975,Iris-setosa,Iris-setosa,4,0.1,0.9,1
95,1574295373975,Iris-setosa,Iris-setosa,4,0.1,0.9,1
96,1574295373975,Iris-setosa,Iris-setosa,4,0.1,0.9,1
97,1574295373975,Iris-versicolor,Iris-versicolor,4,0.1,0.9,1
98,1574295373976,Iris-setosa,Iris-setosa,4,0.1,0.9,1
99,1574295373976,Iris-setosa,Iris-setosa,4,0.1,0.9,1
100,1574295373976,Iris-setosa,Iris-setosa,4,0.1,0.9,1
101,1574295373976,Iris-virginica,Iris-virginica,4,0.1,0.9,1
102,1574295373976,Iris-virginica,Iris-virginica,4,0.1,0.9,1
103,1574295373976,Iris-setosa,Iris-setosa,4,0.1,0.9,1
104,1574295373976,Iris-setosa,Iris-setosa,4,0.1,0.9,1
105,1574295373977,Iris-virginica,Iris-virginica,4,0.1,0.9,1
106,1574295373977,Iris-virginica,Iris-virginica,4,0.1,0.9,1
107,1574295373977,Iris-setosa,Iris-setosa,4,0.1,0.9,1
108,1574295373977,Iris-versicolor,Iris-versicolor,4,0.1,0.9,1
109,1574295373977,Iris-versicolor,Iris-versicolor,4,0.1,0.9,1
110,1574295373977,Iris-versicolor,Iris-versicolor,4,0.1,0.9,1
111,1574295373977,Iris-setosa,Iris-setosa,4,0.1,0.9,1
112,1574295373977,Iris-virginica,Iris-virginica,4,0.1,0.9,1
113,1574295373977,Iris-versicolor,Iris-versicolor,4,0.1,0.9,1
114,1574295373978,Iris-versicolor,Iris-versicolor,4,0.1,0.9,1
115,1574295373978,Iris-virginica,Iris-virginica,4,0.1,0.9,1
116,1574295373978,Iris-virginica,Iris-virginica,4,0.1,0.9,1
117,1574295373978,Iris-setosa,Iris-setosa,4,0.1,0.9,1
118,1574295373978,Iris-setosa,Iris-setosa,4,0.1,0.9,1
119,1574295373978,Iris-virginica,Iris-virginica,4,0.1,0.9,1
120,1574295373979,Iris-versicolor,Iris-versicolor,4,0.1,0.9,1
121,1574295373979,Iris-setosa,Iris-setosa,4,0.1,0.9,1
122,1574295373979,Iris-virginica,Iris-virginica,4,0.1,0.9,1
123,1574295373979,Iris-setosa,Iris-setosa,4,0.1,0.9,1
124,1574295373979,Iris-setosa,Iris-setosa,4,0.1,0.9,1
125,1574295373979,Iris-versicolor,Iris-versicolor,4,0.1,0.9,1
126,1574295373980,Iris-versicolor,Iris-versicolor,4,0.1,0.9,1
127,1574295373980,Iris-virginica,Iris-virginica,4,0.1,0.9,1
128,1574295373980,Iris-setosa,Iris-setosa,4,0.1,0.9,1
129,1574295373980,Iris-virginica,Iris-virginica,4,0.1,0.9,1
130,1574295373980,Iris-virginica,Iris-virginica,4,0.1,0.9,1
131,1574295373980,Iris-versicolor,Iris-versicolor,4,0.1,0.9,1
132,1574295373980,Iris-versicolor,Iris-virginica,4,0.1,0.9,0
133,1574295373980,Iris-setosa,Iris-setosa,4,0.1,0.9,1
134,1574295373980,Iris-setosa,Iris-setosa,4,0.1,0.9,1
