testno,time,prediction,actual,K,trainingSize,testingSize,correct
27,1574295374213,Iris-versicolor,Iris-setosa,11,0.1,0.9,0
28,1574295374213,Iris-virginica,Iris-virginica,11,0.1,0.9,1
29,1574295374213,Iris-virginica,Iris-versicolor,11,0.1,0.9,0
30,1574295374213,Iris-virginica,Iris-versicolor,11,0.1,0.9,0
31,1574295374213,Iris-versicolor,Iris-setosa,11,0.1,0.9,0
32,1574295374213,Iris-versicolor,Iris-setosa,11,0.1,0.9,0
33,1574295374213,Iris-versicolor,Iris-setosa,11,0.1,0.9,0
34,1574295374213,Iris-virginica,Iris-versicolor,11,0.1,0.9,0
35,1574295374213,Iris-virginica,Iris-virginica,11,0.1,0.9,1
36,1574295374213,Iris-versicolor,Iris-setosa,11,0.1,0.9,0
37,1574295374213,Iris-versicolor,Iris-setosa,11,0.1,0.9,0
38,1574295374213,Iris-virginica,Iris-virginica,11,0.1,0.9,1
39,1574295374213,Iris-virginica,Iris-versicolor,11,0.1,0.9,0
40,1574295374213,Iris-versicolor,Iris-versicolor,11,0.1,0.9,1
41,1574295374213,Iris-virginica,Iris-virginica,11,0.1,0.9,1
42,1574295374213,Iris-virginica,Iris-versicolor,11,0.1,0.9,0
43,1574295374213,Iris-virginica,Iris-versicolor,11,0.1,0.9,0
44,1574295374213,Iris-versicolor,Iris-setosa,11,0.1,0.9,0
45,1574295374213,Iris-versicolor,Iris-setosa,11,0.1,0.9,0
46,1574295374213,Iris-versicolor,Iris-setosa,11,0.1,0.9,0
47,1574295374213,Iris-virginica,Iris-versicolor,11,0.1,0.9,0
48,1574295374213,Iris-virginica,Iris-virginica,11,0.1,0.9,1
49,1574295374213,Iris-versicolor,Iris-setosa,11,0.1,0.9,0
50,1574295374213,Iris-versicolor,Iris-versicolor,11,0.1,0.9,1
51,1574295374213,Iris-versicolor,Iris-setosa,11,0.1,0.9,0
52,1574295374213,Iris-virginica,Iris-versicolor,11,0.1,0.9,0
53,1574295374213,Iris-virginica,Iris-virginica,11,0.1,0.9,1
54,1574295374213,Iris-virginica,Iris-virginica,11,0.1,0.9,1
55,1574295374213,Iris-versicolor,Iris-setosa,11,0.1,0.9,0
56,1574295374213,Iris-versicolor,Iris-setosa,11,0.1,0.9,0
57,1574295374213,Iris-versicolor,Iris-setosa,11,0.1,0.9,0
58,1574295374213,Iris-versicolor,Iris-setosa,11,0.1,0.9,0
59,1574295374213,Iris-virginica,Iris-virginica,11,0.1,0.9,1
60,1574295374213,Iris-virginica,Iris-virginica,11,0.1,0.9,1
61,1574295374213,Iris-virginica,Iris-versicolor,11,0.1,0.9,0
62,1574295374213,Iris-virginica,Iris-virginica,11,0.1,0.9,1
63,1574295374213,Iris-versicolor,Iris-setosa,11,0.1,0.9,0
64,1574295374214,Iris-virginica,Iris-versicolor,11,0.1,0.9,0
65,1574295374214,Iris-virginica,Iris-versicolor,11,0.1,0.9,0
66,1574295374214,Iris-versicolor,Iris-setosa,11,0.1,0.9,0
67,1574295374214,Iris-virginica,Iris-virginica,11,0.1,0.9,1
68,1574295374214,Iris-versicolor,Iris-versicolor,11,0.1,0.9,1
69,1574295374214,Iris-virginica,Iris-virginica,11,0.1,0.9,1
70,1574295374214,Iris-virginica,Iris-virginica,11,0.1,0.9,1
71,1574295374214,Iris-virginica,Iris-virginica,11,0.1,0.9,1
72,1574295374214,Iris-virginica,Iris-virginica,11,0.1,0.9,1
73,1574295374214,Iris-versicolor,Iris-setosa,11,0.1,0.9,0
74,1574295374214,Iris-virginica,Iris-virginica,11,0.1,0.9,1
75,1574295374214,Iris-virginica,Iris-versicolor,11,0.1,0.9,0
76,1574295374214,Iris-virginica,Iris-virginica,11,0.1,0.9,1
77,1574295374214,Iris-versicolor,Iris-setosa,11,0.1,0.9,0
78,1574295374214,Iris-versicolor,Iris-setosa,11,0.1,0.9,0
79,1574295374214,Iris-virginica,Iris-versicolor,11,0.1,0.9,0
80,1574295374214,Iris-virginica,Iris-versicolor,11,0.1,0.9,0
81,1574295374214,Iris-versicolor,Iris-versicolor,11,0.1,0.9,1
82,1574295374214,Iris-virginica,Iris-versicolor,11,0.1,0.9,0
83,1574295374214,Iris-versicolor,Iris-setosa,11,0.1,0.9,0
84,1574295374214,Iris-virginica,Iris-virginica,11,0.1,0.9,1
85,1574295374214,Iris-virginica,Iris-versicolor,11,0.1,0.9,0
86,1574295374214,Iris-virginica,Iris-versicolor,11,0.1,0.9,0
87,1574295374214,Iris-versicolor,Iris-setosa,11,0.1,0.9,0
88,1574295374214,Iris-versicolor,Iris-setosa,11,0.1,0.9,0
89,1574295374214,Iris-virginica,Iris-versicolor,11,0.1,0.9,0
90,1574295374214,Iris-virginica,Iris-versicolor,11,0.1,0.9,0
91,1574295374214,Iris-virginica,Iris-virginica,11,0.1,0.9,1
92,1574295374214,Iris-virginica,Iris-virginica,11,0.1,0.9,1
93,1574295374214,Iris-virginica,Iris-versicolor,11,0.1,0.9,0
94,1574295374214,Iris-virginica,Iris-virginica,11,0.1,0.9,1
95,1574295374214,Iris-virginica,Iris-versicolor,11,0.1,0.9,0
96,1574295374214,Iris-virginica,Iris-virginica,11,0.1,0.9,1
97,1574295374214,Iris-versicolor,Iris-setosa,11,0.1,0.9,0
98,1574295374214,Iris-versicolor,Iris-setosa,11,0.1,0.9,0
99,1574295374214,Iris-versicolor,Iris-setosa,11,0.1,0.9,0
100,1574295374214,Iris-virginica,Iris-virginica,11,0.1,0.9,1
101,1574295374214,Iris-virginica,Iris-virginica,11,0.1,0.9,1
102,1574295374214,Iris-virginica,Iris-versicolor,11,0.1,0.9,0
103,1574295374214,Iris-virginica,Iris-versicolor,11,0.1,0.9,0
104,1574295374214,Iris-versicolor,Iris-setosa,11,0.1,0.9,0
105,1574295374214,Iris-virginica,Iris-virginica,11,0.1,0.9,1
106,1574295374214,Iris-versicolor,Iris-setosa,11,0.1,0.9,0
107,1574295374214,Iris-virginica,Iris-versicolor,11,0.1,0.9,0
108,1574295374215,Iris-virginica,Iris-virginica,11,0.1,0.9,1
109,1574295374215,Iris-virginica,Iris-virginica,11,0.1,0.9,1
110,1574295374215,Iris-virginica,Iris-virginica,11,0.1,0.9,1
111,1574295374215,Iris-versicolor,Iris-setosa,11,0.1,0.9,0
112,1574295374215,Iris-versicolor,Iris-setosa,11,0.1,0.9,0
113,1574295374215,Iris-versicolor,Iris-versicolor,11,0.1,0.9,1
114,1574295374215,Iris-versicolor,Iris-setosa,11,0.1,0.9,0
115,1574295374215,Iris-versicolor,Iris-setosa,11,0.1,0.9,0
116,1574295374215,Iris-virginica,Iris-virginica,11,0.1,0.9,1
117,1574295374215,Iris-versicolor,Iris-versicolor,11,0.1,0.9,1
118,1574295374215,Iris-virginica,Iris-virginica,11,0.1,0.9,1
119,1574295374215,Iris-virginica,Iris-virginica,11,0.1,0.9,1
120,1574295374215,Iris-versicolor,Iris-setosa,11,0.1,0.9,0
121,1574295374215,Iris-virginica,Iris-versicolor,11,0.1,0.9,0
122,1574295374215,Iris-versicolor,Iris-setosa,11,0.1,0.9,0
123,1574295374215,Iris-virginica,Iris-versicolor,11,0.1,0.9,0
124,1574295374215,Iris-versicolor,Iris-setosa,11,0.1,0.9,0
125,1574295374215,Iris-virginica,Iris-virginica,11,0.1,0.9,1
126,1574295374215,Iris-versicolor,Iris-setosa,11,0.1,0.9,0
127,1574295374215,Iris-virginica,Iris-versicolor,11,0.1,0.9,0
128,1574295374215,Iris-virginica,Iris-versicolor,11,0.1,0.9,0
129,1574295374215,Iris-virginica,Iris-versicolor,11,0.1,0.9,0
130,1574295374215,Iris-versicolor,Iris-setosa,11,0.1,0.9,0
131,1574295374215,Iris-virginica,Iris-versicolor,11,0.1,0.9,0
132,1574295374215,Iris-virginica,Iris-versicolor,11,0.1,0.9,0
133,1574295374215,Iris-versicolor,Iris-setosa,11,0.1,0.9,0
134,1574295374215,Iris-virginica,Iris-versicolor,11,0.1,0.9,0
