testno,time,prediction,actual,K,trainingSize,testingSize,correct
124,1574295374243,Iris-setosa,Iris-setosa,8,0.1,0.9,1
125,1574295374243,Iris-virginica,Iris-versicolor,8,0.1,0.9,0
126,1574295374243,Iris-setosa,Iris-setosa,8,0.1,0.9,1
127,1574295374243,Iris-setosa,Iris-setosa,8,0.1,0.9,1
128,1574295374243,Iris-virginica,Iris-versicolor,8,0.1,0.9,0
129,1574295374243,Iris-virginica,Iris-virginica,8,0.1,0.9,1
130,1574295374243,Iris-setosa,Iris-setosa,8,0.1,0.9,1
131,1574295374243,Iris-setosa,Iris-setosa,8,0.1,0.9,1
132,1574295374243,Iris-virginica,Iris-virginica,8,0.1,0.9,1
133,1574295374243,Iris-virginica,Iris-versicolor,8,0.1,0.9,0
134,1574295374243,Iris-virginica,Iris-versicolor,8,0.1,0.9,0
