testno,time,prediction,actual,K,trainingSize,testingSize,correct
62,1574295374186,Iris-setosa,Iris-setosa,8,0.1,0.9,1
63,1574295374186,Iris-virginica,Iris-versicolor,8,0.1,0.9,0
64,1574295374186,Iris-virginica,Iris-versicolor,8,0.1,0.9,0
65,1574295374186,Iris-virginica,Iris-virginica,8,0.1,0.9,1
66,1574295374186,Iris-virginica,Iris-versicolor,8,0.1,0.9,0
67,1574295374186,Iris-virginica,Iris-virginica,8,0.1,0.9,1
68,1574295374186,Iris-setosa,Iris-setosa,8,0.1,0.9,1
69,1574295374186,Iris-setosa,Iris-setosa,8,0.1,0.9,1
70,1574295374186,Iris-setosa,Iris-setosa,8,0.1,0.9,1
71,1574295374187,Iris-setosa,Iris-setosa,8,0.1,0.9,1
72,1574295374187,Iris-setosa,Iris-setosa,8,0.1,0.9,1
73,1574295374187,Iris-virginica,Iris-versicolor,8,0.1,0.9,0
74,1574295374187,Iris-setosa,Iris-setosa,8,0.1,0.9,1
75,1574295374187,Iris-virginica,Iris-virginica,8,0.1,0.9,1
76,1574295374187,Iris-setosa,Iris-versicolor,8,0.1,0.9,0
77,1574295374187,Iris-virginica,Iris-virginica,8,0.1,0.9,1
78,1574295374187,Iris-virginica,Iris-versicolor,8,0.1,0.9,0
79,1574295374187,Iris-virginica,Iris-virginica,8,0.1,0.9,1
80,1574295374187,Iris-setosa,Iris-setosa,8,0.1,0.9,1
81,1574295374187,Iris-virginica,Iris-versicolor,8,0.1,0.9,0
82,1574295374187,Iris-virginica,Iris-versicolor,8,0.1,0.9,0
83,1574295374187,Iris-virginica,Iris-virginica,8,0.1,0.9,1
84,1574295374187,Iris-virginica,Iris-virginica,8,0.1,0.9,1
85,1574295374187,Iris-virginica,Iris-versicolor,8,0.1,0.9,0
86,1574295374187,Iris-virginica,Iris-versicolor,8,0.1,0.9,0
87,1574295374187,Iris-setosa,Iris-setosa,8,0.1,0.9,1
88,1574295374187,Iris-virginica,Iris-versicolor,8,0.1,0.9,0
89,1574295374187,Iris-virginica,Iris-virginica,8,0.1,0.9,1
90,1574295374187,Iris-setosa,Iris-setosa,8,0.1,0.9,1
91,1574295374187,Iris-setosa,Iris-setosa,8,0.1,0.9,1
92,1574295374187,Iris-setosa,Iris-setosa,8,0.1,0.9,1
93,1574295374187,Iris-virginica,Iris-virginica,8,0.1,0.9,1
94,1574295374187,Iris-setosa,Iris-setosa,8,0.1,0.9,1
95,1574295374187,Iris-virginica,Iris-versicolor,8,0.1,0.9,0
96,1574295374187,Iris-virginica,Iris-virginica,8,0.1,0.9,1
97,1574295374187,Iris-virginica,Iris-versicolor,8,0.1,0.9,0
98,1574295374187,Iris-virginica,Iris-versicolor,8,0.1,0.9,0
99,1574295374187,Iris-virginica,Iris-virginica,8,0.1,0.9,1
100,1574295374187,Iris-virginica,Iris-virginica,8,0.1,0.9,1
101,1574295374187,Iris-virginica,Iris-versicolor,8,0.1,0.9,0
102,1574295374187,Iris-virginica,Iris-versicolor,8,0.1,0.9,0
103,1574295374187,Iris-setosa,Iris-setosa,8,0.1,0.9,1
104,1574295374187,Iris-setosa,Iris-setosa,8,0.1,0.9,1
105,1574295374187,Iris-setosa,Iris-setosa,8,0.1,0.9,1
106,1574295374187,Iris-virginica,Iris-virginica,8,0.1,0.9,1
107,1574295374187,Iris-setosa,Iris-setosa,8,0.1,0.9,1
108,1574295374187,Iris-setosa,Iris-setosa,8,0.1,0.9,1
109,1574295374187,Iris-setosa,Iris-setosa,8,0.1,0.9,1
110,1574295374187,Iris-setosa,Iris-versicolor,8,0.1,0.9,0
111,1574295374187,Iris-virginica,Iris-versicolor,8,0.1,0.9,0
112,1574295374187,Iris-virginica,Iris-versicolor,8,0.1,0.9,0
113,1574295374187,Iris-virginica,Iris-virginica,8,0.1,0.9,1
114,1574295374187,Iris-virginica,Iris-virginica,8,0.1,0.9,1
115,1574295374187,Iris-virginica,Iris-virginica,8,0.1,0.9,1
116,1574295374187,Iris-virginica,Iris-versicolor,8,0.1,0.9,0
117,1574295374188,Iris-virginica,Iris-versicolor,8,0.1,0.9,0
118,1574295374188,Iris-setosa,Iris-setosa,8,0.1,0.9,1
119,1574295374188,Iris-virginica,Iris-virginica,8,0.1,0.9,1
120,1574295374188,Iris-setosa,Iris-setosa,8,0.1,0.9,1
121,1574295374188,Iris-setosa,Iris-setosa,8,0.1,0.9,1
122,1574295374188,Iris-setosa,Iris-setosa,8,0.1,0.9,1
123,1574295374188,Iris-virginica,Iris-versicolor,8,0.1,0.9,0
124,1574295374188,Iris-virginica,Iris-virginica,8,0.1,0.9,1
125,1574295374188,Iris-virginica,Iris-versicolor,8,0.1,0.9,0
126,1574295374188,Iris-setosa,Iris-setosa,8,0.1,0.9,1
127,1574295374188,Iris-setosa,Iris-setosa,8,0.1,0.9,1
128,1574295374188,Iris-virginica,Iris-versicolor,8,0.1,0.9,0
129,1574295374188,Iris-setosa,Iris-setosa,8,0.1,0.9,1
130,1574295374188,Iris-virginica,Iris-virginica,8,0.1,0.9,1
131,1574295374188,Iris-virginica,Iris-virginica,8,0.1,0.9,1
132,1574295374188,Iris-virginica,Iris-virginica,8,0.1,0.9,1
133,1574295374188,Iris-virginica,Iris-versicolor,8,0.1,0.9,0
134,1574295374188,Iris-setosa,Iris-setosa,8,0.1,0.9,1
