testno,time,prediction,actual,K,trainingSize,testingSize,correct
82,1574295203904,Iris-versicolor,Iris-versicolor,11,0.1,0.9,1
83,1574295203904,Iris-versicolor,Iris-virginica,11,0.1,0.9,0
84,1574295203904,Iris-versicolor,Iris-setosa,11,0.1,0.9,0
85,1574295203904,Iris-versicolor,Iris-versicolor,11,0.1,0.9,1
86,1574295203904,Iris-versicolor,Iris-virginica,11,0.1,0.9,0
87,1574295203904,Iris-versicolor,Iris-setosa,11,0.1,0.9,0
88,1574295203904,Iris-versicolor,Iris-virginica,11,0.1,0.9,0
89,1574295203904,Iris-versicolor,Iris-virginica,11,0.1,0.9,0
90,1574295203904,Iris-versicolor,Iris-setosa,11,0.1,0.9,0
91,1574295203904,Iris-versicolor,Iris-setosa,11,0.1,0.9,0
92,1574295203904,Iris-versicolor,Iris-versicolor,11,0.1,0.9,1
93,1574295203904,Iris-versicolor,Iris-setosa,11,0.1,0.9,0
94,1574295203904,Iris-versicolor,Iris-setosa,11,0.1,0.9,0
95,1574295203904,Iris-versicolor,Iris-setosa,11,0.1,0.9,0
96,1574295203904,Iris-versicolor,Iris-virginica,11,0.1,0.9,0
97,1574295203905,Iris-versicolor,Iris-virginica,11,0.1,0.9,0
98,1574295203905,Iris-versicolor,Iris-setosa,11,0.1,0.9,0
99,1574295203905,Iris-versicolor,Iris-virginica,11,0.1,0.9,0
100,1574295203905,Iris-versicolor,Iris-setosa,11,0.1,0.9,0
101,1574295203905,Iris-versicolor,Iris-versicolor,11,0.1,0.9,1
102,1574295203905,Iris-versicolor,Iris-virginica,11,0.1,0.9,0
103,1574295203905,Iris-versicolor,Iris-versicolor,11,0.1,0.9,1
104,1574295203905,Iris-versicolor,Iris-versicolor,11,0.1,0.9,1
105,1574295203905,Iris-versicolor,Iris-virginica,11,0.1,0.9,0
106,1574295203905,Iris-versicolor,Iris-versicolor,11,0.1,0.9,1
107,1574295203905,Iris-versicolor,Iris-virginica,11,0.1,0.9,0
108,1574295203905,Iris-versicolor,Iris-virginica,11,0.1,0.9,0
109,1574295203905,Iris-versicolor,Iris-setosa,11,0.1,0.9,0
110,1574295203905,Iris-versicolor,Iris-virginica,11,0.1,0.9,0
111,1574295203905,Iris-versicolor,Iris-versicolor,11,0.1,0.9,1
112,1574295203905,Iris-versicolor,Iris-setosa,11,0.1,0.9,0
113,1574295203905,Iris-versicolor,Iris-versicolor,11,0.1,0.9,1
114,1574295203905,Iris-versicolor,Iris-virginica,11,0.1,0.9,0
115,1574295203905,Iris-versicolor,Iris-setosa,11,0.1,0.9,0
116,1574295203905,Iris-versicolor,Iris-virginica,11,0.1,0.9,0
117,1574295203905,Iris-versicolor,Iris-versicolor,11,0.1,0.9,1
118,1574295203905,Iris-versicolor,Iris-setosa,11,0.1,0.9,0
119,1574295203905,Iris-versicolor,Iris-setosa,11,0.1,0.9,0
120,1574295203905,Iris-versicolor,Iris-setosa,11,0.1,0.9,0
121,1574295203905,Iris-versicolor,Iris-virginica,11,0.1,0.9,0
122,1574295203905,Iris-versicolor,Iris-versicolor,11,0.1,0.9,1
123,1574295203905,Iris-versicolor,Iris-setosa,11,0.1,0.9,0
124,1574295203905,Iris-versicolor,Iris-virginica,11,0.1,0.9,0
125,1574295203905,Iris-versicolor,Iris-setosa,11,0.1,0.9,0
126,1574295203905,Iris-versicolor,Iris-setosa,11,0.1,0.9,0
127,1574295203905,Iris-versicolor,Iris-versicolor,11,0.1,0.9,1
128,1574295203905,Iris-versicolor,Iris-setosa,11,0.1,0.9,0
129,1574295203905,Iris-versicolor,Iris-virginica,11,0.1,0.9,0
130,1574295203906,Iris-versicolor,Iris-setosa,11,0.1,0.9,0
131,1574295203906,Iris-versicolor,Iris-virginica,11,0.1,0.9,0
132,1574295203906,Iris-versicolor,Iris-setosa,11,0.1,0.9,0
133,1574295203906,Iris-versicolor,Iris-versicolor,11,0.1,0.9,1
134,1574295203906,Iris-versicolor,Iris-versicolor,11,0.1,0.9,1
