testno,time,prediction,actual,K,trainingSize,testingSize,correct
44,1574295237110,Iris-versicolor,Iris-versicolor,10,0.1,0.9,1
45,1574295237110,Iris-versicolor,Iris-setosa,10,0.1,0.9,0
46,1574295237110,Iris-versicolor,Iris-virginica,10,0.1,0.9,0
47,1574295237110,Iris-versicolor,Iris-virginica,10,0.1,0.9,0
48,1574295237110,Iris-versicolor,Iris-virginica,10,0.1,0.9,0
49,1574295237110,Iris-versicolor,Iris-virginica,10,0.1,0.9,0
50,1574295237110,Iris-versicolor,Iris-virginica,10,0.1,0.9,0
51,1574295237110,Iris-versicolor,Iris-virginica,10,0.1,0.9,0
52,1574295237110,Iris-versicolor,Iris-virginica,10,0.1,0.9,0
53,1574295237110,Iris-versicolor,Iris-versicolor,10,0.1,0.9,1
54,1574295237110,Iris-versicolor,Iris-versicolor,10,0.1,0.9,1
55,1574295237110,Iris-versicolor,Iris-setosa,10,0.1,0.9,0
56,1574295237110,Iris-versicolor,Iris-versicolor,10,0.1,0.9,1
57,1574295237110,Iris-versicolor,Iris-virginica,10,0.1,0.9,0
58,1574295237110,Iris-versicolor,Iris-setosa,10,0.1,0.9,0
59,1574295237110,Iris-versicolor,Iris-virginica,10,0.1,0.9,0
60,1574295237110,Iris-versicolor,Iris-setosa,10,0.1,0.9,0
61,1574295237110,Iris-versicolor,Iris-setosa,10,0.1,0.9,0
62,1574295237110,Iris-versicolor,Iris-virginica,10,0.1,0.9,0
63,1574295237110,Iris-versicolor,Iris-virginica,10,0.1,0.9,0
64,1574295237110,Iris-versicolor,Iris-versicolor,10,0.1,0.9,1
65,1574295237110,Iris-versicolor,Iris-virginica,10,0.1,0.9,0
66,1574295237110,Iris-versicolor,Iris-versicolor,10,0.1,0.9,1
67,1574295237110,Iris-versicolor,Iris-setosa,10,0.1,0.9,0
68,1574295237110,Iris-versicolor,Iris-versicolor,10,0.1,0.9,1
69,1574295237110,Iris-versicolor,Iris-setosa,10,0.1,0.9,0
70,1574295237110,Iris-versicolor,Iris-setosa,10,0.1,0.9,0
71,1574295237110,Iris-versicolor,Iris-versicolor,10,0.1,0.9,1
72,1574295237110,Iris-versicolor,Iris-setosa,10,0.1,0.9,0
73,1574295237110,Iris-versicolor,Iris-versicolor,10,0.1,0.9,1
74,1574295237110,Iris-versicolor,Iris-versicolor,10,0.1,0.9,1
75,1574295237111,Iris-versicolor,Iris-virginica,10,0.1,0.9,0
76,1574295237111,Iris-versicolor,Iris-virginica,10,0.1,0.9,0
77,1574295237111,Iris-versicolor,Iris-virginica,10,0.1,0.9,0
78,1574295237111,Iris-versicolor,Iris-virginica,10,0.1,0.9,0
79,1574295237111,Iris-versicolor,Iris-setosa,10,0.1,0.9,0
80,1574295237111,Iris-versicolor,Iris-virginica,10,0.1,0.9,0
81,1574295237111,Iris-versicolor,Iris-setosa,10,0.1,0.9,0
82,1574295237111,Iris-versicolor,Iris-virginica,10,0.1,0.9,0
83,1574295237111,Iris-versicolor,Iris-virginica,10,0.1,0.9,0
84,1574295237111,Iris-versicolor,Iris-virginica,10,0.1,0.9,0
85,1574295237111,Iris-versicolor,Iris-setosa,10,0.1,0.9,0
86,1574295237111,Iris-versicolor,Iris-versicolor,10,0.1,0.9,1
87,1574295237111,Iris-versicolor,Iris-versicolor,10,0.1,0.9,1
88,1574295237111,Iris-versicolor,Iris-versicolor,10,0.1,0.9,1
89,1574295237111,Iris-versicolor,Iris-virginica,10,0.1,0.9,0
90,1574295237111,Iris-versicolor,Iris-virginica,10,0.1,0.9,0
91,1574295237111,Iris-versicolor,Iris-setosa,10,0.1,0.9,0
92,1574295237111,Iris-versicolor,Iris-virginica,10,0.1,0.9,0
93,1574295237111,Iris-versicolor,Iris-versicolor,10,0.1,0.9,1
94,1574295237111,Iris-versicolor,Iris-setosa,10,0.1,0.9,0
95,1574295237111,Iris-versicolor,Iris-versicolor,10,0.1,0.9,1
96,1574295237111,Iris-versicolor,Iris-versicolor,10,0.1,0.9,1
97,1574295237111,Iris-versicolor,Iris-versicolor,10,0.1,0.9,1
98,1574295237111,Iris-versicolor,Iris-setosa,10,0.1,0.9,0
99,1574295237111,Iris-versicolor,Iris-setosa,10,0.1,0.9,0
100,1574295237111,Iris-versicolor,Iris-virginica,10,0.1,0.9,0
101,1574295237112,Iris-versicolor,Iris-setosa,10,0.1,0.9,0
102,1574295237112,Iris-versicolor,Iris-virginica,10,0.1,0.9,0
103,1574295237112,Iris-versicolor,Iris-setosa,10,0.1,0.9,0
104,1574295237112,Iris-versicolor,Iris-setosa,10,0.1,0.9,0
105,1574295237112,Iris-versicolor,Iris-versicolor,10,0.1,0.9,1
106,1574295237112,Iris-versicolor,Iris-setosa,10,0.1,0.9,0
107,1574295237112,Iris-versicolor,Iris-setosa,10,0.1,0.9,0
108,1574295237112,Iris-versicolor,Iris-virginica,10,0.1,0.9,0
109,1574295237112,Iris-versicolor,Iris-setosa,10,0.1,0.9,0
110,1574295237112,Iris-versicolor,Iris-setosa,10,0.1,0.9,0
111,1574295237112,Iris-versicolor,Iris-virginica,10,0.1,0.9,0
112,1574295237112,Iris-versicolor,Iris-virginica,10,0.1,0.9,0
113,1574295237112,Iris-versicolor,Iris-virginica,10,0.1,0.9,0
114,1574295237112,Iris-versicolor,Iris-versicolor,10,0.1,0.9,1
115,1574295237112,Iris-versicolor,Iris-virginica,10,0.1,0.9,0
116,1574295237112,Iris-versicolor,Iris-setosa,10,0.1,0.9,0
117,1574295237112,Iris-versicolor,Iris-versicolor,10,0.1,0.9,1
118,1574295237112,Iris-versicolor,Iris-virginica,10,0.1,0.9,0
119,1574295237112,Iris-versicolor,Iris-versicolor,10,0.1,0.9,1
120,1574295237112,Iris-versicolor,Iris-versicolor,10,0.1,0.9,1
121,1574295237112,Iris-versicolor,Iris-virginica,10,0.1,0.9,0
122,1574295237112,Iris-versicolor,Iris-versicolor,10,0.1,0.9,1
123,1574295237112,Iris-versicolor,Iris-setosa,10,0.1,0.9,0
124,1574295237112,Iris-versicolor,Iris-versicolor,10,0.1,0.9,1
125,1574295237112,Iris-versicolor,Iris-virginica,10,0.1,0.9,0
126,1574295237112,Iris-versicolor,Iris-setosa,10,0.1,0.9,0
127,1574295237113,Iris-versicolor,Iris-virginica,10,0.1,0.9,0
128,1574295237113,Iris-versicolor,Iris-setosa,10,0.1,0.9,0
129,1574295237113,Iris-versicolor,Iris-versicolor,10,0.1,0.9,1
130,1574295237113,Iris-versicolor,Iris-setosa,10,0.1,0.9,0
131,1574295237113,Iris-versicolor,Iris-setosa,10,0.1,0.9,0
132,1574295237113,Iris-versicolor,Iris-versicolor,10,0.1,0.9,1
133,1574295237113,Iris-versicolor,Iris-setosa,10,0.1,0.9,0
134,1574295237113,Iris-versicolor,Iris-versicolor,10,0.1,0.9,1
