testno,time,prediction,actual,K,trainingSize,testingSize,correct
34,1574295373985,Iris-virginica,Iris-virginica,5,0.1,0.9,1
35,1574295373986,Iris-versicolor,Iris-versicolor,5,0.1,0.9,1
36,1574295373986,Iris-setosa,Iris-setosa,5,0.1,0.9,1
37,1574295373986,Iris-virginica,Iris-virginica,5,0.1,0.9,1
38,1574295373986,Iris-virginica,Iris-virginica,5,0.1,0.9,1
39,1574295373986,Iris-versicolor,Iris-versicolor,5,0.1,0.9,1
40,1574295373986,Iris-versicolor,Iris-versicolor,5,0.1,0.9,1
41,1574295373986,Iris-virginica,Iris-virginica,5,0.1,0.9,1
42,1574295373986,Iris-versicolor,Iris-versicolor,5,0.1,0.9,1
43,1574295373986,Iris-setosa,Iris-setosa,5,0.1,0.9,1
44,1574295373986,Iris-versicolor,Iris-versicolor,5,0.1,0.9,1
45,1574295373986,Iris-versicolor,Iris-versicolor,5,0.1,0.9,1
46,1574295373986,Iris-setosa,Iris-setosa,5,0.1,0.9,1
47,1574295373986,Iris-versicolor,Iris-versicolor,5,0.1,0.9,1
48,1574295373986,Iris-versicolor,Iris-versicolor,5,0.1,0.9,1
49,1574295373986,Iris-setosa,Iris-setosa,5,0.1,0.9,1
50,1574295373986,Iris-versicolor,Iris-versicolor,5,0.1,0.9,1
51,1574295373986,Iris-setosa,Iris-setosa,5,0.1,0.9,1
52,1574295373986,Iris-versicolor,Iris-versicolor,5,0.1,0.9,1
53,1574295373987,Iris-virginica,Iris-virginica,5,0.1,0.9,1
54,1574295373987,Iris-setosa,Iris-setosa,5,0.1,0.9,1
55,1574295373987,Iris-versicolor,Iris-virginica,5,0.1,0.9,0
56,1574295373987,Iris-versicolor,Iris-versicolor,5,0.1,0.9,1
57,1574295373987,Iris-versicolor,Iris-virginica,5,0.1,0.9,0
58,1574295373987,Iris-versicolor,Iris-versicolor,5,0.1,0.9,1
59,1574295373987,Iris-versicolor,Iris-versicolor,5,0.1,0.9,1
60,1574295373987,Iris-versicolor,Iris-versicolor,5,0.1,0.9,1
61,1574295373987,Iris-setosa,Iris-setosa,5,0.1,0.9,1
62,1574295373987,Iris-setosa,Iris-setosa,5,0.1,0.9,1
63,1574295373987,Iris-versicolor,Iris-versicolor,5,0.1,0.9,1
64,1574295373987,Iris-versicolor,Iris-virginica,5,0.1,0.9,0
65,1574295373987,Iris-setosa,Iris-setosa,5,0.1,0.9,1
66,1574295373987,Iris-setosa,Iris-setosa,5,0.1,0.9,1
67,1574295373987,Iris-versicolor,Iris-virginica,5,0.1,0.9,0
68,1574295373987,Iris-setosa,Iris-setosa,5,0.1,0.9,1
69,1574295373987,Iris-setosa,Iris-setosa,5,0.1,0.9,1
70,1574295373987,Iris-setosa,Iris-setosa,5,0.1,0.9,1
71,1574295373988,Iris-virginica,Iris-virginica,5,0.1,0.9,1
72,1574295373988,Iris-virginica,Iris-virginica,5,0.1,0.9,1
73,1574295373988,Iris-virginica,Iris-virginica,5,0.1,0.9,1
74,1574295373988,Iris-virginica,Iris-virginica,5,0.1,0.9,1
75,1574295373988,Iris-virginica,Iris-virginica,5,0.1,0.9,1
76,1574295373988,Iris-setosa,Iris-setosa,5,0.1,0.9,1
77,1574295373988,Iris-versicolor,Iris-versicolor,5,0.1,0.9,1
78,1574295373988,Iris-virginica,Iris-virginica,5,0.1,0.9,1
79,1574295373988,Iris-versicolor,Iris-versicolor,5,0.1,0.9,1
80,1574295373988,Iris-setosa,Iris-setosa,5,0.1,0.9,1
81,1574295373988,Iris-versicolor,Iris-versicolor,5,0.1,0.9,1
82,1574295373988,Iris-setosa,Iris-setosa,5,0.1,0.9,1
83,1574295373988,Iris-versicolor,Iris-versicolor,5,0.1,0.9,1
84,1574295373988,Iris-versicolor,Iris-versicolor,5,0.1,0.9,1
85,1574295373988,Iris-versicolor,Iris-virginica,5,0.1,0.9,0
86,1574295373988,Iris-virginica,Iris-versicolor,5,0.1,0.9,0
87,1574295373988,Iris-virginica,Iris-virginica,5,0.1,0.9,1
88,1574295373989,Iris-versicolor,Iris-versicolor,5,0.1,0.9,1
89,1574295373989,Iris-versicolor,Iris-virginica,5,0.1,0.9,0
90,1574295373989,Iris-versicolor,Iris-versicolor,5,0.1,0.9,1
91,1574295373989,Iris-setosa,Iris-setosa,5,0.1,0.9,1
92,1574295373989,Iris-virginica,Iris-virginica,5,0.1,0.9,1
93,1574295373989,Iris-virginica,Iris-virginica,5,0.1,0.9,1
94,1574295373989,Iris-virginica,Iris-virginica,5,0.1,0.9,1
95,1574295373989,Iris-versicolor,Iris-versicolor,5,0.1,0.9,1
96,1574295373989,Iris-virginica,Iris-virginica,5,0.1,0.9,1
97,1574295373989,Iris-setosa,Iris-setosa,5,0.1,0.9,1
98,1574295373989,Iris-versicolor,Iris-versicolor,5,0.1,0.9,1
99,1574295373989,Iris-versicolor,Iris-versicolor,5,0.1,0.9,1
100,1574295373989,Iris-versicolor,Iris-versicolor,5,0.1,0.9,1
101,1574295373989,Iris-virginica,Iris-virginica,5,0.1,0.9,1
102,1574295373989,Iris-virginica,Iris-virginica,5,0.1,0.9,1
103,1574295373989,Iris-versicolor,Iris-versicolor,5,0.1,0.9,1
104,1574295373989,Iris-versicolor,Iris-versicolor,5,0.1,0.9,1
105,1574295373990,Iris-setosa,Iris-setosa,5,0.1,0.9,1
106,1574295373990,Iris-versicolor,Iris-versicolor,5,0.1,0.9,1
107,1574295373990,Iris-versicolor,Iris-versicolor,5,0.1,0.9,1
108,1574295373990,Iris-setosa,Iris-setosa,5,0.1,0.9,1
109,1574295373990,Iris-versicolor,Iris-versicolor,5,0.1,0.9,1
110,1574295373990,Iris-versicolor,Iris-virginica,5,0.1,0.9,0
111,1574295373990,Iris-virginica,Iris-virginica,5,0.1,0.9,1
112,1574295373990,Iris-versicolor,Iris-versicolor,5,0.1,0.9,1
113,1574295373990,Iris-virginica,Iris-virginica,5,0.1,0.9,1
114,1574295373990,Iris-versicolor,Iris-versicolor,5,0.1,0.9,1
115,1574295373990,Iris-virginica,Iris-virginica,5,0.1,0.9,1
116,1574295373990,Iris-versicolor,Iris-versicolor,5,0.1,0.9,1
117,1574295373990,Iris-setosa,Iris-setosa,5,0.1,0.9,1
118,1574295373990,Iris-setosa,Iris-setosa,5,0.1,0.9,1
119,1574295373990,Iris-virginica,Iris-virginica,5,0.1,0.9,1
120,1574295373990,Iris-setosa,Iris-setosa,5,0.1,0.9,1
121,1574295373991,Iris-versicolor,Iris-virginica,5,0.1,0.9,0
122,1574295373991,Iris-setosa,Iris-setosa,5,0.1,0.9,1
123,1574295373991,Iris-setosa,Iris-setosa,5,0.1,0.9,1
124,1574295373991,Iris-versicolor,Iris-virginica,5,0.1,0.9,0
125,1574295373991,Iris-versicolor,Iris-versicolor,5,0.1,0.9,1
126,1574295373991,Iris-setosa,Iris-setosa,5,0.1,0.9,1
127,1574295373991,Iris-versicolor,Iris-versicolor,5,0.1,0.9,1
128,1574295373991,Iris-setosa,Iris-setosa,5,0.1,0.9,1
129,1574295373991,Iris-setosa,Iris-setosa,5,0.1,0.9,1
130,1574295373991,Iris-setosa,Iris-setosa,5,0.1,0.9,1
131,1574295373991,Iris-virginica,Iris-virginica,5,0.1,0.9,1
132,1574295373991,Iris-virginica,Iris-virginica,5,0.1,0.9,1
133,1574295373991,Iris-versicolor,Iris-virginica,5,0.1,0.9,0
134,1574295373991,Iris-setosa,Iris-setosa,5,0.1,0.9,1
