testno,time,prediction,actual,K,trainingSize,testingSize,correct
50,1574295374544,Iris-virginica,Iris-virginica,12,0.3,0.7,1
51,1574295374544,Iris-versicolor,Iris-versicolor,12,0.3,0.7,1
52,1574295374545,Iris-versicolor,Iris-versicolor,12,0.3,0.7,1
53,1574295374545,Iris-versicolor,Iris-versicolor,12,0.3,0.7,1
54,1574295374545,Iris-setosa,Iris-setosa,12,0.3,0.7,1
55,1574295374545,Iris-virginica,Iris-virginica,12,0.3,0.7,1
56,1574295374545,Iris-versicolor,Iris-virginica,12,0.3,0.7,0
57,1574295374545,Iris-setosa,Iris-setosa,12,0.3,0.7,1
58,1574295374545,Iris-virginica,Iris-virginica,12,0.3,0.7,1
59,1574295374545,Iris-versicolor,Iris-versicolor,12,0.3,0.7,1
60,1574295374545,Iris-versicolor,Iris-versicolor,12,0.3,0.7,1
61,1574295374545,Iris-setosa,Iris-setosa,12,0.3,0.7,1
62,1574295374545,Iris-setosa,Iris-setosa,12,0.3,0.7,1
63,1574295374545,Iris-virginica,Iris-virginica,12,0.3,0.7,1
64,1574295374546,Iris-virginica,Iris-virginica,12,0.3,0.7,1
65,1574295374546,Iris-setosa,Iris-setosa,12,0.3,0.7,1
66,1574295374546,Iris-versicolor,Iris-versicolor,12,0.3,0.7,1
67,1574295374546,Iris-versicolor,Iris-versicolor,12,0.3,0.7,1
68,1574295374546,Iris-virginica,Iris-virginica,12,0.3,0.7,1
69,1574295374546,Iris-setosa,Iris-setosa,12,0.3,0.7,1
70,1574295374546,Iris-virginica,Iris-virginica,12,0.3,0.7,1
71,1574295374546,Iris-versicolor,Iris-versicolor,12,0.3,0.7,1
72,1574295374546,Iris-versicolor,Iris-versicolor,12,0.3,0.7,1
73,1574295374546,Iris-virginica,Iris-virginica,12,0.3,0.7,1
74,1574295374546,Iris-versicolor,Iris-versicolor,12,0.3,0.7,1
75,1574295374547,Iris-virginica,Iris-virginica,12,0.3,0.7,1
76,1574295374547,Iris-versicolor,Iris-virginica,12,0.3,0.7,0
77,1574295374547,Iris-setosa,Iris-setosa,12,0.3,0.7,1
78,1574295374547,Iris-setosa,Iris-setosa,12,0.3,0.7,1
79,1574295374547,Iris-setosa,Iris-setosa,12,0.3,0.7,1
80,1574295374547,Iris-setosa,Iris-setosa,12,0.3,0.7,1
81,1574295374547,Iris-setosa,Iris-setosa,12,0.3,0.7,1
82,1574295374547,Iris-virginica,Iris-virginica,12,0.3,0.7,1
83,1574295374547,Iris-versicolor,Iris-versicolor,12,0.3,0.7,1
84,1574295374547,Iris-setosa,Iris-setosa,12,0.3,0.7,1
85,1574295374547,Iris-virginica,Iris-virginica,12,0.3,0.7,1
86,1574295374547,Iris-setosa,Iris-setosa,12,0.3,0.7,1
87,1574295374547,Iris-versicolor,Iris-versicolor,12,0.3,0.7,1
88,1574295374547,Iris-versicolor,Iris-versicolor,12,0.3,0.7,1
89,1574295374547,Iris-setosa,Iris-setosa,12,0.3,0.7,1
90,1574295374547,Iris-virginica,Iris-virginica,12,0.3,0.7,1
91,1574295374548,Iris-setosa,Iris-setosa,12,0.3,0.7,1
92,1574295374548,Iris-virginica,Iris-virginica,12,0.3,0.7,1
93,1574295374548,Iris-versicolor,Iris-virginica,12,0.3,0.7,0
94,1574295374548,Iris-virginica,Iris-virginica,12,0.3,0.7,1
95,1574295374548,Iris-virginica,Iris-virginica,12,0.3,0.7,1
96,1574295374548,Iris-setosa,Iris-setosa,12,0.3,0.7,1
97,1574295374548,Iris-versicolor,Iris-versicolor,12,0.3,0.7,1
98,1574295374548,Iris-setosa,Iris-setosa,12,0.3,0.7,1
99,1574295374548,Iris-versicolor,Iris-versicolor,12,0.3,0.7,1
100,1574295374548,Iris-setosa,Iris-setosa,12,0.3,0.7,1
101,1574295374548,Iris-setosa,Iris-setosa,12,0.3,0.7,1
102,1574295374548,Iris-virginica,Iris-virginica,12,0.3,0.7,1
103,1574295374548,Iris-versicolor,Iris-versicolor,12,0.3,0.7,1
104,1574295374548,Iris-virginica,Iris-virginica,12,0.3,0.7,1
