testno,time,prediction,actual,K,trainingSize,testingSize,correct
62,1574295374116,Iris-versicolor,Iris-setosa,6,0.1,0.9,0
63,1574295374116,Iris-versicolor,Iris-setosa,6,0.1,0.9,0
64,1574295374116,Iris-versicolor,Iris-versicolor,6,0.1,0.9,1
65,1574295374116,Iris-versicolor,Iris-setosa,6,0.1,0.9,0
66,1574295374116,Iris-versicolor,Iris-setosa,6,0.1,0.9,0
67,1574295374116,Iris-versicolor,Iris-versicolor,6,0.1,0.9,1
68,1574295374116,Iris-versicolor,Iris-versicolor,6,0.1,0.9,1
69,1574295374116,Iris-virginica,Iris-virginica,6,0.1,0.9,1
70,1574295374116,Iris-versicolor,Iris-setosa,6,0.1,0.9,0
71,1574295374116,Iris-versicolor,Iris-setosa,6,0.1,0.9,0
72,1574295374116,Iris-versicolor,Iris-versicolor,6,0.1,0.9,1
73,1574295374116,Iris-virginica,Iris-virginica,6,0.1,0.9,1
74,1574295374116,Iris-versicolor,Iris-versicolor,6,0.1,0.9,1
75,1574295374116,Iris-virginica,Iris-virginica,6,0.1,0.9,1
76,1574295374116,Iris-versicolor,Iris-setosa,6,0.1,0.9,0
77,1574295374116,Iris-versicolor,Iris-versicolor,6,0.1,0.9,1
78,1574295374116,Iris-versicolor,Iris-virginica,6,0.1,0.9,0
79,1574295374116,Iris-versicolor,Iris-setosa,6,0.1,0.9,0
80,1574295374116,Iris-versicolor,Iris-versicolor,6,0.1,0.9,1
81,1574295374116,Iris-versicolor,Iris-setosa,6,0.1,0.9,0
82,1574295374116,Iris-versicolor,Iris-virginica,6,0.1,0.9,0
83,1574295374116,Iris-versicolor,Iris-setosa,6,0.1,0.9,0
84,1574295374116,Iris-versicolor,Iris-virginica,6,0.1,0.9,0
85,1574295374116,Iris-virginica,Iris-virginica,6,0.1,0.9,1
86,1574295374116,Iris-versicolor,Iris-setosa,6,0.1,0.9,0
87,1574295374116,Iris-versicolor,Iris-versicolor,6,0.1,0.9,1
88,1574295374116,Iris-versicolor,Iris-setosa,6,0.1,0.9,0
89,1574295374116,Iris-versicolor,Iris-virginica,6,0.1,0.9,0
90,1574295374116,Iris-versicolor,Iris-setosa,6,0.1,0.9,0
91,1574295374116,Iris-versicolor,Iris-setosa,6,0.1,0.9,0
92,1574295374116,Iris-versicolor,Iris-versicolor,6,0.1,0.9,1
93,1574295374116,Iris-versicolor,Iris-versicolor,6,0.1,0.9,1
94,1574295374116,Iris-versicolor,Iris-setosa,6,0.1,0.9,0
95,1574295374116,Iris-versicolor,Iris-versicolor,6,0.1,0.9,1
96,1574295374116,Iris-versicolor,Iris-setosa,6,0.1,0.9,0
97,1574295374116,Iris-virginica,Iris-virginica,6,0.1,0.9,1
98,1574295374116,Iris-versicolor,Iris-virginica,6,0.1,0.9,0
99,1574295374116,Iris-virginica,Iris-virginica,6,0.1,0.9,1
100,1574295374116,Iris-versicolor,Iris-setosa,6,0.1,0.9,0
101,1574295374117,Iris-versicolor,Iris-virginica,6,0.1,0.9,0
102,1574295374117,Iris-virginica,Iris-virginica,6,0.1,0.9,1
103,1574295374117,Iris-versicolor,Iris-setosa,6,0.1,0.9,0
104,1574295374117,Iris-virginica,Iris-virginica,6,0.1,0.9,1
105,1574295374117,Iris-versicolor,Iris-versicolor,6,0.1,0.9,1
106,1574295374117,Iris-versicolor,Iris-versicolor,6,0.1,0.9,1
107,1574295374117,Iris-versicolor,Iris-setosa,6,0.1,0.9,0
108,1574295374117,Iris-virginica,Iris-virginica,6,0.1,0.9,1
109,1574295374117,Iris-versicolor,Iris-setosa,6,0.1,0.9,0
110,1574295374117,Iris-versicolor,Iris-setosa,6,0.1,0.9,0
111,1574295374117,Iris-versicolor,Iris-versicolor,6,0.1,0.9,1
112,1574295374117,Iris-versicolor,Iris-versicolor,6,0.1,0.9,1
113,1574295374117,Iris-versicolor,Iris-setosa,6,0.1,0.9,0
114,1574295374117,Iris-versicolor,Iris-versicolor,6,0.1,0.9,1
115,1574295374117,Iris-versicolor,Iris-setosa,6,0.1,0.9,0
116,1574295374117,Iris-versicolor,Iris-versicolor,6,0.1,0.9,1
117,1574295374117,Iris-versicolor,Iris-versicolor,6,0.1,0.9,1
118,1574295374117,Iris-versicolor,Iris-setosa,6,0.1,0.9,0
119,1574295374117,Iris-virginica,Iris-virginica,6,0.1,0.9,1
120,1574295374117,Iris-versicolor,Iris-virginica,6,0.1,0.9,0
121,1574295374117,Iris-versicolor,Iris-setosa,6,0.1,0.9,0
122,1574295374117,Iris-versicolor,Iris-setosa,6,0.1,0.9,0
123,1574295374117,Iris-versicolor,Iris-versicolor,6,0.1,0.9,1
124,1574295374117,Iris-virginica,Iris-virginica,6,0.1,0.9,1
125,1574295374117,Iris-versicolor,Iris-versicolor,6,0.1,0.9,1
126,1574295374117,Iris-versicolor,Iris-virginica,6,0.1,0.9,0
127,1574295374117,Iris-versicolor,Iris-virginica,6,0.1,0.9,0
128,1574295374117,Iris-versicolor,Iris-setosa,6,0.1,0.9,0
129,1574295374117,Iris-versicolor,Iris-setosa,6,0.1,0.9,0
130,1574295374117,Iris-versicolor,Iris-setosa,6,0.1,0.9,0
131,1574295374117,Iris-versicolor,Iris-versicolor,6,0.1,0.9,1
132,1574295374118,Iris-versicolor,Iris-virginica,6,0.1,0.9,0
133,1574295374118,Iris-versicolor,Iris-versicolor,6,0.1,0.9,1
134,1574295374118,Iris-versicolor,Iris-virginica,6,0.1,0.9,0
