testno,time,prediction,actual,K,trainingSize,testingSize,correct
61,1574295374038,Iris-virginica,Iris-versicolor,12,0.1,0.9,0
62,1574295374038,Iris-setosa,Iris-setosa,12,0.1,0.9,1
63,1574295374038,Iris-setosa,Iris-setosa,12,0.1,0.9,1
64,1574295374038,Iris-setosa,Iris-setosa,12,0.1,0.9,1
65,1574295374038,Iris-virginica,Iris-versicolor,12,0.1,0.9,0
66,1574295374038,Iris-virginica,Iris-virginica,12,0.1,0.9,1
67,1574295374038,Iris-setosa,Iris-setosa,12,0.1,0.9,1
68,1574295374038,Iris-virginica,Iris-virginica,12,0.1,0.9,1
69,1574295374038,Iris-virginica,Iris-virginica,12,0.1,0.9,1
70,1574295374038,Iris-setosa,Iris-setosa,12,0.1,0.9,1
71,1574295374038,Iris-virginica,Iris-virginica,12,0.1,0.9,1
72,1574295374038,Iris-virginica,Iris-versicolor,12,0.1,0.9,0
73,1574295374038,Iris-virginica,Iris-versicolor,12,0.1,0.9,0
74,1574295374038,Iris-virginica,Iris-virginica,12,0.1,0.9,1
75,1574295374038,Iris-virginica,Iris-versicolor,12,0.1,0.9,0
76,1574295374038,Iris-virginica,Iris-virginica,12,0.1,0.9,1
77,1574295374038,Iris-setosa,Iris-setosa,12,0.1,0.9,1
78,1574295374038,Iris-setosa,Iris-setosa,12,0.1,0.9,1
79,1574295374038,Iris-virginica,Iris-virginica,12,0.1,0.9,1
80,1574295374038,Iris-setosa,Iris-versicolor,12,0.1,0.9,0
81,1574295374038,Iris-virginica,Iris-versicolor,12,0.1,0.9,0
82,1574295374038,Iris-virginica,Iris-versicolor,12,0.1,0.9,0
83,1574295374039,Iris-virginica,Iris-versicolor,12,0.1,0.9,0
84,1574295374039,Iris-virginica,Iris-virginica,12,0.1,0.9,1
85,1574295374039,Iris-virginica,Iris-virginica,12,0.1,0.9,1
86,1574295374039,Iris-setosa,Iris-setosa,12,0.1,0.9,1
87,1574295374039,Iris-setosa,Iris-setosa,12,0.1,0.9,1
88,1574295374039,Iris-setosa,Iris-setosa,12,0.1,0.9,1
89,1574295374039,Iris-virginica,Iris-versicolor,12,0.1,0.9,0
90,1574295374039,Iris-virginica,Iris-virginica,12,0.1,0.9,1
91,1574295374039,Iris-setosa,Iris-setosa,12,0.1,0.9,1
92,1574295374039,Iris-setosa,Iris-setosa,12,0.1,0.9,1
93,1574295374039,Iris-virginica,Iris-virginica,12,0.1,0.9,1
94,1574295374039,Iris-virginica,Iris-versicolor,12,0.1,0.9,0
95,1574295374039,Iris-virginica,Iris-virginica,12,0.1,0.9,1
96,1574295374039,Iris-virginica,Iris-versicolor,12,0.1,0.9,0
97,1574295374039,Iris-virginica,Iris-virginica,12,0.1,0.9,1
98,1574295374039,Iris-virginica,Iris-versicolor,12,0.1,0.9,0
99,1574295374039,Iris-virginica,Iris-virginica,12,0.1,0.9,1
100,1574295374039,Iris-virginica,Iris-versicolor,12,0.1,0.9,0
101,1574295374039,Iris-virginica,Iris-versicolor,12,0.1,0.9,0
102,1574295374039,Iris-setosa,Iris-setosa,12,0.1,0.9,1
103,1574295374039,Iris-setosa,Iris-setosa,12,0.1,0.9,1
104,1574295374039,Iris-virginica,Iris-versicolor,12,0.1,0.9,0
105,1574295374039,Iris-setosa,Iris-setosa,12,0.1,0.9,1
106,1574295374039,Iris-setosa,Iris-setosa,12,0.1,0.9,1
107,1574295374039,Iris-setosa,Iris-setosa,12,0.1,0.9,1
108,1574295374039,Iris-setosa,Iris-setosa,12,0.1,0.9,1
109,1574295374039,Iris-setosa,Iris-setosa,12,0.1,0.9,1
110,1574295374040,Iris-virginica,Iris-virginica,12,0.1,0.9,1
111,1574295374040,Iris-virginica,Iris-versicolor,12,0.1,0.9,0
112,1574295374040,Iris-virginica,Iris-versicolor,12,0.1,0.9,0
113,1574295374040,Iris-virginica,Iris-virginica,12,0.1,0.9,1
114,1574295374040,Iris-setosa,Iris-setosa,12,0.1,0.9,1
115,1574295374040,Iris-virginica,Iris-versicolor,12,0.1,0.9,0
116,1574295374040,Iris-setosa,Iris-setosa,12,0.1,0.9,1
117,1574295374040,Iris-virginica,Iris-virginica,12,0.1,0.9,1
118,1574295374040,Iris-virginica,Iris-virginica,12,0.1,0.9,1
119,1574295374040,Iris-virginica,Iris-versicolor,12,0.1,0.9,0
120,1574295374040,Iris-setosa,Iris-setosa,12,0.1,0.9,1
121,1574295374040,Iris-setosa,Iris-setosa,12,0.1,0.9,1
122,1574295374040,Iris-virginica,Iris-versicolor,12,0.1,0.9,0
123,1574295374040,Iris-virginica,Iris-versicolor,12,0.1,0.9,0
124,1574295374040,Iris-virginica,Iris-virginica,12,0.1,0.9,1
125,1574295374040,Iris-virginica,Iris-virginica,12,0.1,0.9,1
126,1574295374040,Iris-virginica,Iris-virginica,12,0.1,0.9,1
127,1574295374040,Iris-virginica,Iris-virginica,12,0.1,0.9,1
128,1574295374040,Iris-setosa,Iris-setosa,12,0.1,0.9,1
129,1574295374040,Iris-virginica,Iris-virginica,12,0.1,0.9,1
130,1574295374040,Iris-setosa,Iris-setosa,12,0.1,0.9,1
131,1574295374040,Iris-setosa,Iris-setosa,12,0.1,0.9,1
132,1574295374040,Iris-setosa,Iris-versicolor,12,0.1,0.9,0
133,1574295374040,Iris-setosa,Iris-setosa,12,0.1,0.9,1
134,1574295374040,Iris-setosa,Iris-setosa,12,0.1,0.9,1
