testno,time,prediction,actual,K,trainingSize,testingSize,correct
81,1574295203891,Iris-versicolor,Iris-virginica,9,0.1,0.9,0
82,1574295203891,Iris-versicolor,Iris-setosa,9,0.1,0.9,0
83,1574295203891,Iris-versicolor,Iris-versicolor,9,0.1,0.9,1
84,1574295203891,Iris-versicolor,Iris-versicolor,9,0.1,0.9,1
85,1574295203891,Iris-versicolor,Iris-setosa,9,0.1,0.9,0
86,1574295203891,Iris-versicolor,Iris-virginica,9,0.1,0.9,0
87,1574295203891,Iris-versicolor,Iris-setosa,9,0.1,0.9,0
88,1574295203891,Iris-versicolor,Iris-setosa,9,0.1,0.9,0
89,1574295203891,Iris-versicolor,Iris-setosa,9,0.1,0.9,0
90,1574295203891,Iris-versicolor,Iris-setosa,9,0.1,0.9,0
91,1574295203892,Iris-versicolor,Iris-setosa,9,0.1,0.9,0
92,1574295203892,Iris-versicolor,Iris-virginica,9,0.1,0.9,0
93,1574295203892,Iris-versicolor,Iris-virginica,9,0.1,0.9,0
94,1574295203892,Iris-versicolor,Iris-virginica,9,0.1,0.9,0
95,1574295203892,Iris-versicolor,Iris-setosa,9,0.1,0.9,0
96,1574295203892,Iris-versicolor,Iris-setosa,9,0.1,0.9,0
97,1574295203892,Iris-versicolor,Iris-setosa,9,0.1,0.9,0
98,1574295203892,Iris-versicolor,Iris-setosa,9,0.1,0.9,0
99,1574295203892,Iris-versicolor,Iris-virginica,9,0.1,0.9,0
100,1574295203892,Iris-versicolor,Iris-setosa,9,0.1,0.9,0
101,1574295203892,Iris-versicolor,Iris-setosa,9,0.1,0.9,0
102,1574295203892,Iris-versicolor,Iris-versicolor,9,0.1,0.9,1
103,1574295203892,Iris-versicolor,Iris-virginica,9,0.1,0.9,0
104,1574295203892,Iris-versicolor,Iris-virginica,9,0.1,0.9,0
105,1574295203892,Iris-versicolor,Iris-virginica,9,0.1,0.9,0
106,1574295203892,Iris-versicolor,Iris-virginica,9,0.1,0.9,0
107,1574295203892,Iris-versicolor,Iris-setosa,9,0.1,0.9,0
108,1574295203892,Iris-versicolor,Iris-versicolor,9,0.1,0.9,1
109,1574295203892,Iris-versicolor,Iris-virginica,9,0.1,0.9,0
110,1574295203892,Iris-versicolor,Iris-setosa,9,0.1,0.9,0
111,1574295203892,Iris-versicolor,Iris-virginica,9,0.1,0.9,0
112,1574295203892,Iris-versicolor,Iris-versicolor,9,0.1,0.9,1
113,1574295203892,Iris-versicolor,Iris-setosa,9,0.1,0.9,0
114,1574295203892,Iris-versicolor,Iris-virginica,9,0.1,0.9,0
115,1574295203892,Iris-versicolor,Iris-versicolor,9,0.1,0.9,1
116,1574295203892,Iris-versicolor,Iris-virginica,9,0.1,0.9,0
117,1574295203892,Iris-versicolor,Iris-virginica,9,0.1,0.9,0
118,1574295203892,Iris-versicolor,Iris-versicolor,9,0.1,0.9,1
119,1574295203892,Iris-versicolor,Iris-versicolor,9,0.1,0.9,1
120,1574295203892,Iris-versicolor,Iris-versicolor,9,0.1,0.9,1
121,1574295203892,Iris-versicolor,Iris-setosa,9,0.1,0.9,0
122,1574295203892,Iris-versicolor,Iris-versicolor,9,0.1,0.9,1
123,1574295203892,Iris-versicolor,Iris-setosa,9,0.1,0.9,0
124,1574295203892,Iris-versicolor,Iris-versicolor,9,0.1,0.9,1
125,1574295203892,Iris-versicolor,Iris-versicolor,9,0.1,0.9,1
126,1574295203892,Iris-versicolor,Iris-virginica,9,0.1,0.9,0
127,1574295203892,Iris-versicolor,Iris-setosa,9,0.1,0.9,0
128,1574295203892,Iris-versicolor,Iris-virginica,9,0.1,0.9,0
129,1574295203892,Iris-versicolor,Iris-virginica,9,0.1,0.9,0
130,1574295203893,Iris-versicolor,Iris-versicolor,9,0.1,0.9,1
131,1574295203893,Iris-versicolor,Iris-virginica,9,0.1,0.9,0
132,1574295203893,Iris-versicolor,Iris-versicolor,9,0.1,0.9,1
133,1574295203893,Iris-versicolor,Iris-setosa,9,0.1,0.9,0
134,1574295203893,Iris-versicolor,Iris-versicolor,9,0.1,0.9,1
