testno,time,prediction,actual,K,trainingSize,testingSize,correct
61,1574295374152,Iris-versicolor,Iris-versicolor,12,0.1,0.9,1
62,1574295374152,Iris-versicolor,Iris-virginica,12,0.1,0.9,0
63,1574295374152,Iris-versicolor,Iris-setosa,12,0.1,0.9,0
64,1574295374152,Iris-versicolor,Iris-setosa,12,0.1,0.9,0
65,1574295374152,Iris-versicolor,Iris-setosa,12,0.1,0.9,0
66,1574295374152,Iris-versicolor,Iris-versicolor,12,0.1,0.9,1
67,1574295374152,Iris-versicolor,Iris-virginica,12,0.1,0.9,0
68,1574295374152,Iris-versicolor,Iris-setosa,12,0.1,0.9,0
69,1574295374152,Iris-versicolor,Iris-setosa,12,0.1,0.9,0
70,1574295374152,Iris-versicolor,Iris-versicolor,12,0.1,0.9,1
71,1574295374152,Iris-versicolor,Iris-virginica,12,0.1,0.9,0
72,1574295374152,Iris-versicolor,Iris-setosa,12,0.1,0.9,0
73,1574295374152,Iris-versicolor,Iris-setosa,12,0.1,0.9,0
74,1574295374152,Iris-versicolor,Iris-versicolor,12,0.1,0.9,1
75,1574295374152,Iris-versicolor,Iris-versicolor,12,0.1,0.9,1
76,1574295374152,Iris-versicolor,Iris-setosa,12,0.1,0.9,0
77,1574295374152,Iris-versicolor,Iris-virginica,12,0.1,0.9,0
78,1574295374152,Iris-versicolor,Iris-setosa,12,0.1,0.9,0
79,1574295374152,Iris-versicolor,Iris-virginica,12,0.1,0.9,0
80,1574295374152,Iris-versicolor,Iris-versicolor,12,0.1,0.9,1
81,1574295374152,Iris-versicolor,Iris-virginica,12,0.1,0.9,0
82,1574295374152,Iris-versicolor,Iris-versicolor,12,0.1,0.9,1
83,1574295374152,Iris-versicolor,Iris-setosa,12,0.1,0.9,0
84,1574295374152,Iris-versicolor,Iris-versicolor,12,0.1,0.9,1
85,1574295374152,Iris-versicolor,Iris-setosa,12,0.1,0.9,0
86,1574295374152,Iris-versicolor,Iris-versicolor,12,0.1,0.9,1
87,1574295374152,Iris-versicolor,Iris-versicolor,12,0.1,0.9,1
88,1574295374152,Iris-versicolor,Iris-setosa,12,0.1,0.9,0
89,1574295374152,Iris-versicolor,Iris-versicolor,12,0.1,0.9,1
90,1574295374152,Iris-versicolor,Iris-setosa,12,0.1,0.9,0
91,1574295374152,Iris-versicolor,Iris-setosa,12,0.1,0.9,0
92,1574295374152,Iris-versicolor,Iris-virginica,12,0.1,0.9,0
93,1574295374152,Iris-versicolor,Iris-versicolor,12,0.1,0.9,1
94,1574295374152,Iris-versicolor,Iris-versicolor,12,0.1,0.9,1
95,1574295374153,Iris-versicolor,Iris-versicolor,12,0.1,0.9,1
96,1574295374153,Iris-versicolor,Iris-setosa,12,0.1,0.9,0
97,1574295374153,Iris-versicolor,Iris-setosa,12,0.1,0.9,0
98,1574295374153,Iris-versicolor,Iris-versicolor,12,0.1,0.9,1
99,1574295374153,Iris-versicolor,Iris-setosa,12,0.1,0.9,0
100,1574295374153,Iris-versicolor,Iris-versicolor,12,0.1,0.9,1
101,1574295374153,Iris-versicolor,Iris-setosa,12,0.1,0.9,0
102,1574295374153,Iris-versicolor,Iris-versicolor,12,0.1,0.9,1
103,1574295374153,Iris-versicolor,Iris-setosa,12,0.1,0.9,0
104,1574295374153,Iris-versicolor,Iris-setosa,12,0.1,0.9,0
105,1574295374153,Iris-versicolor,Iris-virginica,12,0.1,0.9,0
106,1574295374153,Iris-versicolor,Iris-virginica,12,0.1,0.9,0
107,1574295374153,Iris-versicolor,Iris-setosa,12,0.1,0.9,0
108,1574295374153,Iris-versicolor,Iris-virginica,12,0.1,0.9,0
109,1574295374153,Iris-versicolor,Iris-versicolor,12,0.1,0.9,1
110,1574295374153,Iris-versicolor,Iris-virginica,12,0.1,0.9,0
111,1574295374153,Iris-versicolor,Iris-versicolor,12,0.1,0.9,1
112,1574295374153,Iris-versicolor,Iris-virginica,12,0.1,0.9,0
113,1574295374153,Iris-versicolor,Iris-versicolor,12,0.1,0.9,1
114,1574295374153,Iris-versicolor,Iris-setosa,12,0.1,0.9,0
115,1574295374153,Iris-versicolor,Iris-versicolor,12,0.1,0.9,1
116,1574295374153,Iris-versicolor,Iris-virginica,12,0.1,0.9,0
117,1574295374153,Iris-versicolor,Iris-setosa,12,0.1,0.9,0
118,1574295374153,Iris-versicolor,Iris-virginica,12,0.1,0.9,0
119,1574295374153,Iris-versicolor,Iris-virginica,12,0.1,0.9,0
120,1574295374153,Iris-versicolor,Iris-versicolor,12,0.1,0.9,1
121,1574295374153,Iris-versicolor,Iris-setosa,12,0.1,0.9,0
122,1574295374153,Iris-versicolor,Iris-setosa,12,0.1,0.9,0
123,1574295374153,Iris-versicolor,Iris-virginica,12,0.1,0.9,0
124,1574295374153,Iris-versicolor,Iris-virginica,12,0.1,0.9,0
125,1574295374153,Iris-versicolor,Iris-virginica,12,0.1,0.9,0
126,1574295374153,Iris-versicolor,Iris-versicolor,12,0.1,0.9,1
127,1574295374153,Iris-versicolor,Iris-virginica,12,0.1,0.9,0
128,1574295374153,Iris-versicolor,Iris-setosa,12,0.1,0.9,0
129,1574295374153,Iris-versicolor,Iris-setosa,12,0.1,0.9,0
130,1574295374153,Iris-versicolor,Iris-setosa,12,0.1,0.9,0
131,1574295374153,Iris-versicolor,Iris-versicolor,12,0.1,0.9,1
132,1574295374153,Iris-versicolor,Iris-versicolor,12,0.1,0.9,1
133,1574295374153,Iris-versicolor,Iris-virginica,12,0.1,0.9,0
134,1574295374153,Iris-versicolor,Iris-virginica,12,0.1,0.9,0
